,n,p_0,p_1,boundary,isArtifact
exhausted,10,0.8,0.2,1.263800607322629,False
tooth,10,0.0,1.0,1.263800607322629,False
humankind,10,0.0,1.0,1.263800607322629,False
5,10,0.6,0.4,1.263800607322629,False
asia,10,0.2,0.8,1.263800607322629,False
shu,10,0.2,0.8,1.263800607322629,False
22yearold,10,0.4,0.6,1.263800607322629,False
girlfriend,10,0.4,0.6,1.263800607322629,False
rustic,10,0.2,0.8,1.263800607322629,False
economical,10,0.0,1.0,1.263800607322629,False
ignorant,10,0.6,0.4,1.263800607322629,False
awed,10,0.0,1.0,1.263800607322629,False
wildean,10,0.0,1.0,1.263800607322629,False
travail,10,0.0,1.0,1.263800607322629,False
ominous,10,0.1,0.9,1.263800607322629,False
niches,10,0.0,1.0,1.263800607322629,False
tickets,10,0.7,0.3,1.263800607322629,False
argento,10,0.0,1.0,1.263800607322629,False
bludgeoning,10,0.3,0.7,1.263800607322629,False
faltering,10,1.0,0.0,1.263800607322629,False
halfstep,10,1.0,0.0,1.263800607322629,False
affable,10,0.2,0.8,1.263800607322629,False
detract,10,0.6,0.4,1.263800607322629,False
meanderings,10,1.0,0.0,1.263800607322629,False
scottish,10,0.0,1.0,1.263800607322629,False
volcano,10,0.9,0.1,1.263800607322629,False
treasured,10,0.0,1.0,1.263800607322629,False
duck,10,0.8,0.2,1.263800607322629,False
tumbleweeds,10,1.0,0.0,1.263800607322629,False
obnoxiously,10,1.0,0.0,1.263800607322629,False
erotically,10,0.4,0.6,1.263800607322629,False
resident,10,0.8,0.2,1.263800607322629,False
diabolical,10,0.4,0.6,1.263800607322629,False
highoctane,10,0.0,1.0,1.263800607322629,False
repeated,10,1.0,0.0,1.263800607322629,False
slog,10,1.0,0.0,1.263800607322629,False
flinching,10,0.2,0.8,1.263800607322629,False
campus,10,0.9,0.1,1.263800607322629,False
wiseman,10,0.0,1.0,1.263800607322629,False
yard,10,0.8,0.2,1.263800607322629,False
estranged,10,0.7,0.3,1.263800607322629,False
boost,10,0.0,1.0,1.263800607322629,False
devastated,10,0.2,0.8,1.263800607322629,False
undo,10,1.0,0.0,1.263800607322629,False
photo,10,0.8,0.2,1.263800607322629,False
espionage,10,0.0,1.0,1.263800607322629,False
lan,10,0.6,0.4,1.263800607322629,False
labute,10,0.1,0.9,1.263800607322629,False
bathroom,10,0.2,0.8,1.263800607322629,False
iwai,10,0.6,0.4,1.263800607322629,False
guffaw,10,0.0,1.0,1.263800607322629,False
privileged,10,0.0,1.0,1.263800607322629,False
handle,10,0.9,0.1,1.263800607322629,False
incorporate,10,0.5,0.5,1.263800607322629,False
absurdist,10,0.7,0.3,1.263800607322629,False
veneer,10,0.2,0.8,1.263800607322629,False
grumble,10,0.1,0.9,1.263800607322629,False
strings,10,0.6,0.4,1.263800607322629,False
tinny,10,1.0,0.0,1.263800607322629,False
shadow,10,0.0,1.0,1.263800607322629,False
lightness,10,0.0,1.0,1.263800607322629,False
siuation,10,0.9,0.1,1.263800607322629,False
welllensed,10,0.0,1.0,1.263800607322629,False
relevance,10,0.4,0.6,1.263800607322629,False
daytime,10,0.7,0.3,1.263800607322629,False
stare,10,1.0,0.0,1.263800607322629,False
911,10,0.0,1.0,1.263800607322629,False
amish,10,1.0,0.0,1.263800607322629,False
prevent,10,0.5,0.5,1.263800607322629,False
suspend,10,1.0,0.0,1.263800607322629,False
styled,10,0.6,0.4,1.263800607322629,False
gremlins,10,0.6,0.4,1.263800607322629,False
complexly,10,0.1,0.9,1.263800607322629,False
farflung,10,1.0,0.0,1.263800607322629,False
veiling,10,0.1,0.9,1.263800607322629,False
terrorist,10,0.5,0.5,1.263800607322629,False
larry,10,0.6,0.4,1.263800607322629,False
sheridan,10,0.7,0.3,1.263800607322629,False
bythenumbers,10,1.0,0.0,1.263800607322629,False
firsttimer,10,0.1,0.9,1.263800607322629,False
muddy,10,1.0,0.0,1.263800607322629,False
samira,10,0.0,1.0,1.263800607322629,False
makhmalbaf,10,0.0,1.0,1.263800607322629,False
crushingly,10,0.9,0.1,1.263800607322629,False
constructs,10,0.0,1.0,1.263800607322629,False
bolero,10,0.5,0.5,1.263800607322629,False
bestsustained,10,0.0,1.0,1.263800607322629,False
contemptible,10,1.0,0.0,1.263800607322629,False
lifechanging,10,0.0,1.0,1.263800607322629,False
titled,10,1.0,0.0,1.263800607322629,False
nights,10,0.9,0.1,1.263800607322629,False
margin,10,0.3,0.7,1.263800607322629,False
wistful,10,0.4,0.6,1.263800607322629,False
chump,10,1.0,0.0,1.263800607322629,False
demise,10,0.4,0.6,1.263800607322629,False
anonymous,10,0.6,0.4,1.263800607322629,False
cletis,10,0.6,0.4,1.263800607322629,False
encompasses,10,0.0,1.0,1.263800607322629,False
paths,10,0.0,1.0,1.263800607322629,False
selfassured,10,0.0,1.0,1.263800607322629,False
checking,10,0.0,1.0,1.263800607322629,False
undergrad,10,1.0,0.0,1.263800607322629,False
curmudgeon,10,0.4,0.6,1.263800607322629,False
elling,10,0.2,0.8,1.263800607322629,False
cherish,10,0.3,0.7,1.263800607322629,False
kineticallycharged,10,0.0,1.0,1.263800607322629,False
downhill,10,1.0,0.0,1.263800607322629,False
irwin,10,0.1,0.9,1.263800607322629,False
pleas,10,0.3,0.7,1.263800607322629,False
evaporates,10,1.0,0.0,1.263800607322629,False
burst,10,0.1,0.9,1.263800607322629,False
boundaryhopping,10,0.0,1.0,1.263800607322629,False
connected,10,0.8,0.2,1.263800607322629,False
directionless,10,1.0,0.0,1.263800607322629,False
ungainly,10,1.0,0.0,1.263800607322629,False
jeanclaud,10,0.0,1.0,1.263800607322629,False
damme,10,0.0,1.0,1.263800607322629,False
segal,10,0.0,1.0,1.263800607322629,False
spreads,10,0.9,0.1,1.263800607322629,False
naïveté,10,1.0,0.0,1.263800607322629,False
humanizing,10,0.2,0.8,1.263800607322629,False
exasperating,10,1.0,0.0,1.263800607322629,False
hug,10,0.0,1.0,1.263800607322629,False
factors,10,0.1,0.9,1.263800607322629,False
cheapened,10,1.0,0.0,1.263800607322629,False
armed,10,0.0,1.0,1.263800607322629,False
meara,10,0.0,1.0,1.263800607322629,False
fourhour,10,0.0,1.0,1.263800607322629,False
cricket,10,0.0,1.0,1.263800607322629,False
instinct,10,0.5,0.5,1.263800607322629,False
selfpreservation,10,0.4,0.6,1.263800607322629,False
escort,10,0.0,1.0,1.263800607322629,False
fumbled,10,0.2,0.8,1.263800607322629,False
grown,10,0.8,0.2,1.263800607322629,False
unsurprising,10,0.6,0.4,1.263800607322629,False
calculated,10,0.4,0.6,1.263800607322629,False
psychotic,10,1.0,0.0,1.263800607322629,False
skins,10,0.1,0.9,1.263800607322629,False
rob,10,0.4,0.6,1.263800607322629,False
unhappy,10,1.0,0.0,1.263800607322629,False
sharper,10,0.3,0.7,1.263800607322629,False
drips,10,0.1,0.9,1.263800607322629,False
kosminsky,10,0.0,1.0,1.263800607322629,False
dreamlike,10,0.0,1.0,1.263800607322629,False
ecstasy,10,0.0,1.0,1.263800607322629,False
allusions,10,0.6,0.4,1.263800607322629,False
bratty,10,1.0,0.0,1.263800607322629,False
forum,10,0.3,0.7,1.263800607322629,False
household,10,0.6,0.4,1.263800607322629,False
agenda,10,0.3,0.7,1.263800607322629,False
unholy,10,1.0,0.0,1.263800607322629,False
ditched,10,0.4,0.6,1.263800607322629,False
disdain,10,0.9,0.1,1.263800607322629,False
haynes,10,0.0,1.0,1.263800607322629,False
eagerness,10,0.2,0.8,1.263800607322629,False
daughter,10,0.8,0.2,1.263800607322629,False
placing,10,0.5,0.5,1.263800607322629,False
insufferable,10,1.0,0.0,1.263800607322629,False
decision,10,0.4,0.6,1.263800607322629,False
turbulent,10,0.0,1.0,1.263800607322629,False
91minute,10,1.0,0.0,1.263800607322629,False
advised,10,0.9,0.1,1.263800607322629,False
conditions,10,0.1,0.9,1.263800607322629,False
insignificant,10,1.0,0.0,1.263800607322629,False
introduce,10,0.0,1.0,1.263800607322629,False
vacation,10,0.8,0.2,1.263800607322629,False
superfluous,10,1.0,0.0,1.263800607322629,False
crane,10,0.7,0.3,1.263800607322629,False
dismay,10,0.7,0.3,1.263800607322629,False
largescreen,10,0.0,1.0,1.263800607322629,False
accepts,10,0.3,0.7,1.263800607322629,False
steals,10,0.4,0.6,1.263800607322629,False
latin,10,0.0,1.0,1.263800607322629,False
ballplayer,10,0.0,1.0,1.263800607322629,False
grayish,10,1.0,0.0,1.263800607322629,False
30s,10,1.0,0.0,1.263800607322629,False
40s,10,1.0,0.0,1.263800607322629,False
aboveaverage,10,0.0,1.0,1.263800607322629,False
liar,10,0.7,0.3,1.263800607322629,False
crummylooking,10,1.0,0.0,1.263800607322629,False
satin,10,0.4,0.6,1.263800607322629,False
cardiac,10,1.0,0.0,1.263800607322629,False
marquis,10,0.7,0.3,1.263800607322629,False
menace,10,0.6,0.4,1.263800607322629,False
signals,10,0.2,0.8,1.263800607322629,False
topical,10,1.0,0.0,1.263800607322629,False
shoplifts,10,1.0,0.0,1.263800607322629,False
wanderers,10,0.9,0.1,1.263800607322629,False
bronx,10,0.9,0.1,1.263800607322629,False
freakshow,10,1.0,0.0,1.263800607322629,False
slovenly,10,0.5,0.5,1.263800607322629,False
lucratively,10,0.7,0.3,1.263800607322629,False
damagedgoods,10,0.2,0.8,1.263800607322629,False
calculating,10,0.9,0.1,1.263800607322629,False
denzel,10,0.1,0.9,1.263800607322629,False
orchestrated,10,0.0,1.0,1.263800607322629,False
aesthetically,10,0.0,1.0,1.263800607322629,False
macdowell,10,0.6,0.4,1.263800607322629,False
anguished,10,0.2,0.8,1.263800607322629,False
mid,10,1.0,0.0,1.263800607322629,False
stillborn,10,1.0,0.0,1.263800607322629,False
oscarworthy,10,0.0,1.0,1.263800607322629,False
appreciation,10,0.1,0.9,1.263800607322629,False
debated,10,0.5,0.5,1.263800607322629,False
irresponsible,10,1.0,0.0,1.263800607322629,False
expiration,10,1.0,0.0,1.263800607322629,False
aggressiveness,10,0.0,1.0,1.263800607322629,False
philip,10,0.9,0.1,1.263800607322629,False
reaches,10,0.3,0.7,1.263800607322629,False
page,10,0.1,0.9,1.263800607322629,False
iii,10,0.3,0.7,1.263800607322629,False
extremesports,10,0.3,0.7,1.263800607322629,False
supermarket,10,1.0,0.0,1.263800607322629,False
tabloids,10,1.0,0.0,1.263800607322629,False
throwback,10,0.4,0.6,1.263800607322629,False
twothirds,10,0.6,0.4,1.263800607322629,False
griffiths,10,0.0,1.0,1.263800607322629,False
theatrically,10,0.8,0.2,1.263800607322629,False
crummy,10,1.0,0.0,1.263800607322629,False
wannabehip,10,1.0,0.0,1.263800607322629,False
pub,10,1.0,0.0,1.263800607322629,False
wellexecuted,10,0.0,1.0,1.263800607322629,False
bugeyed,10,1.0,0.0,1.263800607322629,False
slob,10,0.7,0.3,1.263800607322629,False
banderas,10,0.9,0.1,1.263800607322629,False
oftenfunny,10,0.0,1.0,1.263800607322629,False
foremost,10,0.0,1.0,1.263800607322629,False
redone,10,1.0,0.0,1.263800607322629,False
anciently,10,0.7,0.3,1.263800607322629,False
métier,10,0.7,0.3,1.263800607322629,False
transgressive,10,0.8,0.2,1.263800607322629,False
screams,10,1.0,0.0,1.263800607322629,False
apocalypse,10,0.0,1.0,1.263800607322629,False
minded,10,0.0,1.0,1.263800607322629,False
plane,10,0.0,1.0,1.263800607322629,False
reworking,10,1.0,0.0,1.263800607322629,False
veered,10,1.0,0.0,1.263800607322629,False
defiantly,10,0.0,1.0,1.263800607322629,False
punchy,10,0.3,0.7,1.263800607322629,False
discreet,10,0.5,0.5,1.263800607322629,False
husbandandwife,10,1.0,0.0,1.263800607322629,False
amusement,10,0.8,0.2,1.263800607322629,False
charade,10,0.5,0.5,1.263800607322629,False
pregnant,10,1.0,0.0,1.263800607322629,False
panoramic,10,0.1,0.9,1.263800607322629,False
ladder,10,1.0,0.0,1.263800607322629,False
plateau,10,0.0,1.0,1.263800607322629,False
actionadventure,10,0.4,0.6,1.263800607322629,False
fastmoving,10,0.0,1.0,1.263800607322629,False
lobotomy,10,1.0,0.0,1.263800607322629,False
houses,10,0.8,0.2,1.263800607322629,False
gabbiest,10,1.0,0.0,1.263800607322629,False
giantscreen,10,1.0,0.0,1.263800607322629,False
marshall,10,0.0,1.0,1.263800607322629,False
principals,10,0.1,0.9,1.263800607322629,False
runteldat,10,0.7,0.3,1.263800607322629,False
brio,10,0.7,0.3,1.263800607322629,False
lamer,10,0.7,0.3,1.263800607322629,False
babak,10,0.0,1.0,1.263800607322629,False
oscarwinning,10,0.7,0.3,1.263800607322629,False
twin,10,0.0,1.0,1.263800607322629,False
purer,10,0.0,1.0,1.263800607322629,False
shainberg,10,0.0,1.0,1.263800607322629,False
mutates,10,1.0,0.0,1.263800607322629,False
ensure,10,0.2,0.8,1.263800607322629,False
noon,10,0.1,0.9,1.263800607322629,False
transform,10,0.0,1.0,1.263800607322629,False
population,10,0.8,0.2,1.263800607322629,False
noteworthy,10,0.0,1.0,1.263800607322629,False
hourandahalflong,10,1.0,0.0,1.263800607322629,False
verges,10,1.0,0.0,1.263800607322629,False
crossroads,10,1.0,0.0,1.263800607322629,False
scandalous,10,1.0,0.0,1.263800607322629,False
suddenly,10,0.0,1.0,1.263800607322629,False
chimes,10,0.0,1.0,1.263800607322629,False
grieving,10,0.2,0.8,1.263800607322629,False
kurt,10,0.3,0.7,1.263800607322629,False
worm,10,0.0,1.0,1.263800607322629,False
awake,10,0.0,1.0,1.263800607322629,False
pleasuring,10,0.8,0.2,1.263800607322629,False
seemed,10,1.0,0.0,1.263800607322629,False
demographic,10,1.0,0.0,1.263800607322629,False
funniness,10,0.9,0.1,1.263800607322629,False
pact,10,1.0,0.0,1.263800607322629,False
versus,10,0.2,0.8,1.263800607322629,False
socially,10,0.5,0.5,1.263800607322629,False
revulsion,10,0.5,0.5,1.263800607322629,False
interrogation,10,0.0,1.0,1.263800607322629,False
stud,10,0.9,0.1,1.263800607322629,False
familiarity,10,0.1,0.9,1.263800607322629,False
scotland,10,0.1,0.9,1.263800607322629,False
toothless,10,1.0,0.0,1.263800607322629,False
smarts,10,0.0,1.0,1.263800607322629,False
numb,10,1.0,0.0,1.263800607322629,False
copout,10,1.0,0.0,1.263800607322629,False
overview,10,0.0,1.0,1.263800607322629,False
drowns,10,1.0,0.0,1.263800607322629,False
learned,10,1.0,0.0,1.263800607322629,False
twitchy,10,1.0,0.0,1.263800607322629,False
incident,10,0.3,0.7,1.263800607322629,False
forgets,10,1.0,0.0,1.263800607322629,False
pillages,10,1.0,0.0,1.263800607322629,False
epiphany,10,0.6,0.4,1.263800607322629,False
investigate,10,0.8,0.2,1.263800607322629,False
decide,10,1.0,0.0,1.263800607322629,False
amnesiac,10,0.7,0.3,1.263800607322629,False
damonbourne,10,0.7,0.3,1.263800607322629,False
schlocky,10,0.9,0.1,1.263800607322629,False
celebratory,10,0.0,1.0,1.263800607322629,False
placid,10,0.8,0.2,1.263800607322629,False
disastrous,10,1.0,0.0,1.263800607322629,False
windtalkers,10,1.0,0.0,1.263800607322629,False
amazement,10,0.8,0.2,1.263800607322629,False
coolness,10,0.0,1.0,1.263800607322629,False
nobrainer,10,0.0,1.0,1.263800607322629,False
cleavage,10,0.1,0.9,1.263800607322629,False
creeps,10,0.7,0.3,1.263800607322629,False
function,10,0.8,0.2,1.263800607322629,False
carlin,10,0.0,1.0,1.263800607322629,False
cal,10,0.6,0.4,1.263800607322629,False
castro,10,0.8,0.2,1.263800607322629,False
initial,10,0.7,0.3,1.263800607322629,False
diner,10,0.0,1.0,1.263800607322629,False
draw,10,0.0,1.0,1.263800607322629,False
soothing,10,0.9,0.1,1.263800607322629,False
muzak,10,0.9,0.1,1.263800607322629,False
goodly,10,0.7,0.3,1.263800607322629,False
hennings,10,0.0,1.0,1.263800607322629,False
courageousness,10,0.0,1.0,1.263800607322629,False
amateurishly,10,1.0,0.0,1.263800607322629,False
tangled,10,0.7,0.3,1.263800607322629,False
quickwitted,10,0.0,1.0,1.263800607322629,False
onestar,10,1.0,0.0,1.263800607322629,False
induce,10,1.0,0.0,1.263800607322629,False
fright,10,1.0,0.0,1.263800607322629,False
veteran,10,0.0,1.0,1.263800607322629,False
hardhitting,10,0.0,1.0,1.263800607322629,False
error,10,1.0,0.0,1.263800607322629,False
bourgeois,10,0.2,0.8,1.263800607322629,False
diversity,10,0.7,0.3,1.263800607322629,False
developments,10,0.2,0.8,1.263800607322629,False
fluidity,10,0.0,1.0,1.263800607322629,False
mystical,10,0.0,1.0,1.263800607322629,False
recall,10,0.7,0.3,1.263800607322629,False
soulsearching,10,0.4,0.6,1.263800607322629,False
lilia,10,0.5,0.5,1.263800607322629,False
allstar,10,0.1,0.9,1.263800607322629,False
characteristically,10,0.4,0.6,1.263800607322629,False
vowing,10,0.0,1.0,1.263800607322629,False
25,10,0.8,0.2,1.263800607322629,False
artfully,10,0.0,1.0,1.263800607322629,False
guessed,10,0.5,0.5,1.263800607322629,False
subgenre,10,0.3,0.7,1.263800607322629,False
shoe,10,0.8,0.2,1.263800607322629,False
shaking,10,1.0,0.0,1.263800607322629,False
overcomes,10,0.6,0.4,1.263800607322629,False
joan,10,1.0,0.0,1.263800607322629,False
selfempowering,10,1.0,0.0,1.263800607322629,False
transfigures,10,0.9,0.1,1.263800607322629,False
reception,10,0.1,0.9,1.263800607322629,False
roughhewn,10,1.0,0.0,1.263800607322629,False
sprinkled,10,1.0,0.0,1.263800607322629,False
patriot,9,0.0,1.0,1.3051165324531304,False
saucy,9,0.0,1.0,1.3051165324531304,False
rightthinking,9,0.0,1.0,1.3051165324531304,False
yearnings,9,0.0,1.0,1.3051165324531304,False
equals,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
pitifully,9,1.0,0.0,1.3051165324531304,False
tucked,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
corporate,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
aerial,9,0.0,1.0,1.3051165324531304,False
awesome,9,0.0,1.0,1.3051165324531304,False
affirm,9,0.0,1.0,1.3051165324531304,False
strungtogether,9,1.0,0.0,1.3051165324531304,False
commonplace,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
grievous,9,1.0,0.0,1.3051165324531304,False
unentertaining,9,1.0,0.0,1.3051165324531304,False
workable,9,0.0,1.0,1.3051165324531304,False
primer,9,0.0,1.0,1.3051165324531304,False
digitaleffectsheavy,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
descends,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
eats,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
relayed,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
103minute,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
inadequately,9,1.0,0.0,1.3051165324531304,False
demographically,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
feminine,9,0.0,1.0,1.3051165324531304,False
passages,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
dates,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
receives,9,0.0,1.0,1.3051165324531304,False
detailing,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
coppola,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
taboo,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
luminous,9,0.0,1.0,1.3051165324531304,False
invigorating,9,0.0,1.0,1.3051165324531304,False
rendering,9,0.0,1.0,1.3051165324531304,False
rachel,9,0.0,1.0,1.3051165324531304,False
partisans,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
volletta,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
risks,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
lingers,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
largestever,9,0.0,1.0,1.3051165324531304,False
indictment,9,0.5555555555555556,0.4444444444444444,1.3051165324531304,False
board,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
crackles,9,0.0,1.0,1.3051165324531304,False
tremors,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
clichéladen,9,1.0,0.0,1.3051165324531304,False
rodriguez,9,0.0,1.0,1.3051165324531304,False
finesse,9,0.0,1.0,1.3051165324531304,False
afterwards,9,1.0,0.0,1.3051165324531304,False
bombs,9,1.0,0.0,1.3051165324531304,False
dazzle,9,0.0,1.0,1.3051165324531304,False
ingratiating,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
spliced,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
48,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
hispanic,9,0.0,1.0,1.3051165324531304,False
scrape,9,1.0,0.0,1.3051165324531304,False
1989,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
racism,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
hustler,9,0.5555555555555556,0.4444444444444444,1.3051165324531304,False
liberal,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
swashbucklers,9,0.0,1.0,1.3051165324531304,False
homes,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
endear,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
105,9,1.0,0.0,1.3051165324531304,False
meow,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
renowned,9,0.0,1.0,1.3051165324531304,False
emerging,9,0.0,1.0,1.3051165324531304,False
moonlight,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
surgeon,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
mends,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
meticulously,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
existentialism,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
rapid,9,0.0,1.0,1.3051165324531304,False
mcculloch,9,1.0,0.0,1.3051165324531304,False
rug,9,0.0,1.0,1.3051165324531304,False
inexcusable,9,1.0,0.0,1.3051165324531304,False
cleansing,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
pointandshoot,9,1.0,0.0,1.3051165324531304,False
evolution,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
scrutiny,9,1.0,0.0,1.3051165324531304,False
heralds,9,0.0,1.0,1.3051165324531304,False
95minute,9,1.0,0.0,1.3051165324531304,False
sights,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
ably,9,0.0,1.0,1.3051165324531304,False
faulty,9,1.0,0.0,1.3051165324531304,False
forthright,9,0.0,1.0,1.3051165324531304,False
unfolding,9,0.0,1.0,1.3051165324531304,False
duplicate,9,1.0,0.0,1.3051165324531304,False
bela,9,1.0,0.0,1.3051165324531304,False
lugosi,9,1.0,0.0,1.3051165324531304,False
nowcliched,9,1.0,0.0,1.3051165324531304,False
auteur,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
historic,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
bare,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
fell,9,1.0,0.0,1.3051165324531304,False
saps,9,1.0,0.0,1.3051165324531304,False
permits,9,0.0,1.0,1.3051165324531304,False
waster,9,1.0,0.0,1.3051165324531304,False
treatise,9,0.0,1.0,1.3051165324531304,False
grotesquely,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
escapes,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
widow,9,0.0,1.0,1.3051165324531304,False
stab,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
hooliganism,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
terry,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
nationwide,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
healing,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
caffeinated,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
antisemitism,9,0.5555555555555556,0.4444444444444444,1.3051165324531304,False
gaps,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
responsibilities,9,1.0,0.0,1.3051165324531304,False
gooding,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
benjamins,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
showstoppingly,9,0.0,1.0,1.3051165324531304,False
pained,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
femalebonding,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
motives,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
smoky,9,0.0,1.0,1.3051165324531304,False
transporting,9,0.0,1.0,1.3051165324531304,False
yelling,9,1.0,0.0,1.3051165324531304,False
stimulating,9,0.0,1.0,1.3051165324531304,False
courtship,9,0.0,1.0,1.3051165324531304,False
grandparents,9,0.0,1.0,1.3051165324531304,False
menacing,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
helmer,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
despicable,9,1.0,0.0,1.3051165324531304,False
saves,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
hurley,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
polemic,9,0.0,1.0,1.3051165324531304,False
dispassionate,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
pasty,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
performing,9,1.0,0.0,1.3051165324531304,False
bask,9,0.0,1.0,1.3051165324531304,False
encountering,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
crises,9,0.0,1.0,1.3051165324531304,False
ceremonies,9,0.0,1.0,1.3051165324531304,False
drives,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
centuries,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
tossed,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
invest,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
jonathan,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
dawdle,9,1.0,0.0,1.3051165324531304,False
farrelly,9,0.6666666666666666,0.3333333333333333,1.3051165324531304,False
cockettes,9,0.0,1.0,1.3051165324531304,False
commanding,9,0.0,1.0,1.3051165324531304,False
spinning,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
conjures,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
brit,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
patchwork,9,1.0,0.0,1.3051165324531304,False
twoway,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
myopic,9,1.0,0.0,1.3051165324531304,False
gap,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
finished,9,1.0,0.0,1.3051165324531304,False
ignoring,9,1.0,0.0,1.3051165324531304,False
stultifyingly,9,1.0,0.0,1.3051165324531304,False
documented,9,0.0,1.0,1.3051165324531304,False
fame,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
decency,9,0.0,1.0,1.3051165324531304,False
brian,9,0.5555555555555556,0.4444444444444444,1.3051165324531304,False
undeterminable,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
pleasingly,9,0.0,1.0,1.3051165324531304,False
feardotcomcom,9,1.0,0.0,1.3051165324531304,False
therapy,9,0.0,1.0,1.3051165324531304,False
portrayed,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
groundbreaking,9,0.5555555555555556,0.4444444444444444,1.3051165324531304,False
tiresomely,9,1.0,0.0,1.3051165324531304,False
musicals,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
vistas,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
strands,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
panic,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
glued,9,0.0,1.0,1.3051165324531304,False
redeems,9,0.0,1.0,1.3051165324531304,False
arrangements,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
