,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact
crippled,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
forwards,15,0.3333333333333333,0.4,0.26666666666666666,0.9367335552374823,False
fingerless,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
argues,15,0.26666666666666666,0.2,0.5333333333333333,0.9367335552374823,False
poke,15,0.4666666666666667,0.2,0.3333333333333333,0.9367335552374823,False
perosn,15,0.13333333333333333,0.5333333333333333,0.3333333333333333,0.9367335552374823,False
enthusiasm,15,0.2,0.3333333333333333,0.4666666666666667,0.9367335552374823,False
commentators,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
gardeners,15,0.2,0.3333333333333333,0.4666666666666667,0.9367335552374823,False
creamer,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
booze,15,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.9367335552374823,False
caucasians,15,0.4666666666666667,0.3333333333333333,0.2,0.9367335552374823,False
streetside,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
discs,15,0.3333333333333333,0.4,0.26666666666666666,0.9367335552374823,False
mallard,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
tim,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
magnetic,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.9367335552374823,False
rollopen,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
garagetype,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
serena,15,0.2,0.13333333333333333,0.6666666666666666,0.9367335552374823,False
swordfish,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
teases,15,0.2,0.06666666666666667,0.7333333333333333,0.9367335552374823,False
crude,15,0.4,0.3333333333333333,0.26666666666666666,0.9367335552374823,False
latina,15,0.2,0.3333333333333333,0.4666666666666667,0.9367335552374823,False
capped,15,0.4,0.2,0.4,0.9367335552374823,False
gaining,15,0.3333333333333333,0.4,0.26666666666666666,0.9367335552374823,False
swordsman,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
builders,15,0.4,0.2,0.4,0.9367335552374823,False
whispers,15,0.6666666666666666,0.13333333333333333,0.2,0.9367335552374823,False
disbelieving,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
seashells,15,0.26666666666666666,0.2,0.5333333333333333,0.9367335552374823,False
repent,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
longest,15,0.13333333333333333,0.0,0.8666666666666667,0.9367335552374823,False
peculiar,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
embark,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
wavecrashing,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
driftwood,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
detention,15,0.8,0.0,0.2,0.9367335552374823,False
beggar,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
scares,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.9367335552374823,False
bundling,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
vanity,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.9367335552374823,False
nailing,15,0.4666666666666667,0.13333333333333333,0.4,0.9367335552374823,False
spotless,15,0.9333333333333333,0.06666666666666667,0.0,0.9367335552374823,False
playaction,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
nfc,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
northworst,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
rucksack,15,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.9367335552374823,False
fisher,15,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.9367335552374823,False
haunted,15,0.4666666666666667,0.0,0.5333333333333333,0.9367335552374823,False
espn,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
meandering,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
whereas,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
swooping,15,0.4,0.3333333333333333,0.26666666666666666,0.9367335552374823,False
spurs,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
velodrome,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
introducing,15,0.2,0.2,0.6,0.9367335552374823,False
seas,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
dishshaped,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
realtors,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
attracting,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
roughhouses,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
pontoon,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.9367335552374823,False
inter,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
mental,15,0.4,0.0,0.6,0.9367335552374823,False
enjoyable,15,0.13333333333333333,0.4666666666666667,0.4,0.9367335552374823,False
batters,15,0.4666666666666667,0.2,0.3333333333333333,0.9367335552374823,False
albums,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
recovering,15,0.2,0.06666666666666667,0.7333333333333333,0.9367335552374823,False
writings,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
coated,15,0.4,0.4,0.2,0.9367335552374823,False
manipulates,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
bobbing,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
advanced,15,0.2,0.13333333333333333,0.6666666666666666,0.9367335552374823,False
causes,15,0.4,0.2,0.4,0.9367335552374823,False
olympians,15,0.2,0.13333333333333333,0.6666666666666666,0.9367335552374823,False
fatherhood,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tallest,15,0.13333333333333333,0.0,0.8666666666666667,0.9367335552374823,False
downstream,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
tudor,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
militarytype,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
stargazing,15,0.4666666666666667,0.0,0.5333333333333333,0.9367335552374823,False
oldlooking,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
glows,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
aimlessly,15,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.9367335552374823,False
wintertime,15,0.06666666666666667,0.3333333333333333,0.6,0.9367335552374823,False
sill,15,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.9367335552374823,False
antenna,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
zigzag,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
rottwieler,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
spokes,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
fielder,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
eclipse,15,0.2,0.13333333333333333,0.6666666666666666,0.9367335552374823,False
oversee,15,0.2,0.4,0.4,0.9367335552374823,False
crows,15,0.6,0.2,0.2,0.9367335552374823,False
knew,15,0.2,0.2,0.6,0.9367335552374823,False
glad,15,0.2,0.06666666666666667,0.7333333333333333,0.9367335552374823,False
discovering,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
thoroughfare,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
itching,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
passers,15,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.9367335552374823,False
amputee,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
bracing,15,0.26666666666666666,0.5333333333333333,0.2,0.9367335552374823,False
visibility,15,0.2,0.6,0.2,0.9367335552374823,False
drowns,15,0.8666666666666667,0.0,0.13333333333333333,0.9367335552374823,False
repel,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
80s,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
presidential,15,0.26666666666666666,0.2,0.5333333333333333,0.9367335552374823,False
downpour,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
itaa,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
birdwatching,15,0.2,0.2,0.6,0.9367335552374823,False
aa,15,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.9367335552374823,False
sahara,15,0.6,0.06666666666666667,0.3333333333333333,0.9367335552374823,False
playoffs,15,0.13333333333333333,0.0,0.8666666666666667,0.9367335552374823,False
intangible,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
anderson,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
cpr,15,0.8666666666666667,0.0,0.13333333333333333,0.9367335552374823,False
claytiled,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
scantilyclad,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
lyrics,15,0.4666666666666667,0.2,0.3333333333333333,0.9367335552374823,False
stumps,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
affectionate,15,0.06666666666666667,0.7333333333333333,0.2,0.9367335552374823,False
credit,15,0.26666666666666666,0.13333333333333333,0.6,0.9367335552374823,False
choice,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
flagpole,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
supple,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
cloaks,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
coeds,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
drowned,15,0.6666666666666666,0.0,0.3333333333333333,0.9367335552374823,False
wating,15,0.13333333333333333,0.2,0.6666666666666666,0.9367335552374823,False
sears,15,0.4,0.0,0.6,0.9367335552374823,False
kiln,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
brunch,15,0.6,0.0,0.4,0.9367335552374823,False
manhattan,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
jests,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
steakhouse,15,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.9367335552374823,False
snowshovel,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
umbrellaed,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
billed,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
files,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
lightlycolored,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
collapsing,15,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.9367335552374823,False
cavernous,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
flirt,15,0.2,0.06666666666666667,0.7333333333333333,0.9367335552374823,False
stake,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
puff,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
freak,15,0.4666666666666667,0.13333333333333333,0.4,0.9367335552374823,False
ramshackle,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
andy,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
sillhouetted,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
spaces,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
stamp,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
spherical,15,0.2,0.4666666666666667,0.3333333333333333,0.9367335552374823,False
marblelooking,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
punishment,15,0.3333333333333333,0.06666666666666667,0.6,0.9367335552374823,False
whimsical,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
lafayette,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
reggae,15,0.26666666666666666,0.06666666666666667,0.6666666666666666,0.9367335552374823,False
pickles,15,0.8,0.06666666666666667,0.13333333333333333,0.9367335552374823,False
restricting,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
banjos,15,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.9367335552374823,False
conducted,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
posture,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
paces,15,0.5333333333333333,0.2,0.26666666666666666,0.9367335552374823,False
edwards,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
hurdlers,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
catfish,15,0.3333333333333333,0.0,0.6666666666666666,0.9367335552374823,False
caressing,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
printing,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
romance,15,0.2,0.06666666666666667,0.7333333333333333,0.9367335552374823,False
micky,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
flu,15,0.6666666666666666,0.0,0.3333333333333333,0.9367335552374823,False
stuffs,15,0.5333333333333333,0.26666666666666666,0.2,0.9367335552374823,False
lumps,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
weirdlooking,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
maracas,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
unfolds,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tress,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
flings,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
dizzy,15,0.13333333333333333,0.13333333333333333,0.7333333333333333,0.9367335552374823,False
concertgoers,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
budget,15,0.4666666666666667,0.2,0.3333333333333333,0.9367335552374823,False
cedar,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
paced,15,0.3333333333333333,0.4,0.26666666666666666,0.9367335552374823,False
confident,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
imagination,15,0.2,0.4666666666666667,0.3333333333333333,0.9367335552374823,False
zippered,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
racking,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
straddles,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
mouthing,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
mushing,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
nubby,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
mining,15,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.9367335552374823,False
overflow,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
devils,15,0.2,0.2,0.6,0.9367335552374823,False
chidl,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
rims,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
handstnad,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
essay,15,0.6666666666666666,0.0,0.3333333333333333,0.9367335552374823,False
outboard,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
energetically,15,0.26666666666666666,0.4,0.3333333333333333,0.9367335552374823,False
sculpted,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
maxi,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
luxury,15,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.9367335552374823,False
calle,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
marley,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
waitresses,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
thermos,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
faceheight,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
castlelike,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
lubricates,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
sic,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
pursues,15,0.4,0.3333333333333333,0.26666666666666666,0.9367335552374823,False
gadget,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
imitates,15,0.2,0.26666666666666666,0.5333333333333333,0.9367335552374823,False
sydney,15,0.3333333333333333,0.2,0.4666666666666667,0.9367335552374823,False
zepra,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
parasols,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
fortyeight,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
springtime,15,0.2,0.13333333333333333,0.6666666666666666,0.9367335552374823,False
opinion,15,0.2,0.3333333333333333,0.4666666666666667,0.9367335552374823,False
breakroom,15,0.4,0.2,0.4,0.9367335552374823,False
donates,15,0.4,0.26666666666666666,0.3333333333333333,0.9367335552374823,False
corsets,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
thirst,15,0.06666666666666667,0.5333333333333333,0.4,0.9367335552374823,False
leafstrewn,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
leaflined,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
decrepit,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
slightlyuntidy,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
keyboarding,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
oppression,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tentatively,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
referencing,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
pollution,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
cools,15,0.2,0.3333333333333333,0.4666666666666667,0.9367335552374823,False
brink,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tassel,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
7200,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
shrub,15,0.4,0.3333333333333333,0.26666666666666666,0.9367335552374823,False
snowmobiling,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
offstage,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
thigh,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
questioningly,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
congratulating,15,0.26666666666666666,0.2,0.5333333333333333,0.9367335552374823,False
carpenters,15,0.2,0.26666666666666666,0.5333333333333333,0.9367335552374823,False
ostrich,15,0.4666666666666667,0.2,0.3333333333333333,0.9367335552374823,False
lightwood,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
inexpensive,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
ostentatiously,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
clicking,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
simpsons,15,0.4666666666666667,0.2,0.3333333333333333,0.9367335552374823,False
crocks,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
leavelike,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
segways,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
backdoor,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
geishas,15,0.2,0.26666666666666666,0.5333333333333333,0.9367335552374823,False
recreating,15,0.2,0.3333333333333333,0.4666666666666667,0.9367335552374823,False
shute,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
riverrapids,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
verticallystriped,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
twothumbsup,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
roasted,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
cutter,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
exhaustion,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.9367335552374823,False
sparselypopulated,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
capacity,15,0.3333333333333333,0.26666666666666666,0.4,0.9367335552374823,False
improvises,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
memories,15,0.06666666666666667,0.0,0.9333333333333333,0.9367335552374823,False
pennsylvania,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
mirthlessly,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
cokeacola,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
penske,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
silkscreened,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
soaping,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
evilly,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
kidfriendly,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
gauge,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
johannesburg,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
shirting,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
fiberlike,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
ben,15,0.4,0.3333333333333333,0.26666666666666666,0.9367335552374823,False
seemed,15,0.4666666666666667,0.13333333333333333,0.4,0.9367335552374823,False
horseshaped,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
confronting,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
billowy,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tudorstyle,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
crayola,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
ruts,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
compute,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
wearubg,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
thousand,15,0.4666666666666667,0.13333333333333333,0.4,0.9367335552374823,False
taxiing,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
breadbuttercheesevictory,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tableau,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
radishes,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
thrashes,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
biblical,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
valleys,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
sporadically,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
blueplaid,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
brighly,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
pullovers,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
scroll,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
dialect,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
blueshirts,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
greenshirts,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
guitarlike,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
doublebarreled,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
bikina,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
saroog,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
denomination,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
vitamin,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
mondesi,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
segments,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tshort,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
partiallydrunk,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
lavendar,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
buzzes,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
perspiring,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
haystack,15,0.26666666666666666,0.3333333333333333,0.4,0.9367335552374823,False
rive,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
homemadelooking,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
wellcut,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
tapered,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
crossbone,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
longlensed,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
dirtstill,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
gee,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
musicusing,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
afican,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
socket,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
propellerdriven,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
retriving,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
pawed,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9367335552374823,False
