,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact,diff
strangeshaped,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
abc,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
scribe,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
darkrimmed,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
imprinted,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
quire,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gasping,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
puckers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
dio,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
trackandfield,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pectoral,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
dagger,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
celebrants,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tentlike,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
smu,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
swaddling,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
nadal,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
contrast,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
underbrush,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
warily,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pharaohs,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
neckdeep,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
kebab,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
artisti,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
oxdrawn,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bugle,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
getup,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
obvious,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
anglo,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tailed,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
myriad,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
increasing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
autumnal,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
crossedlegged,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
darkerskinned,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
seascape,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
mixedrace,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
slushies,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
halfdoor,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
orientation,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
uw,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
roma,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
chun,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
kuk,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
saints,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ou,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
330,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bolero,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
heartbeat,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
submissive,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ferrell,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ferocious,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
skeptical,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
moccasins,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
rainbowcolored,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
constructor,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
primping,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
crowbar,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
jumpkick,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
skyblue,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
longish,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
waterbased,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
kneelength,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
jaya,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
inflatables,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
dsw,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
hurtling,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
fuels,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
jal,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bulldozes,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
boxy,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
maestro,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
dipaola,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
picketers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
unenthusiastic,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tapped,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
cowboylooking,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
exersaucer,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
grainy,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
crowdlined,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
daytoday,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
stander,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
handdrawn,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
looney,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
simulates,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
baiting,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
hump,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
redcolored,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
knead,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
skyview,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
threes,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bicyclelike,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
santo,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
domingo,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
neonyellow,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
slipn,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
freeclimbing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
dwarfs,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bluechecked,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tubeline,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
covert,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
organizers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
justicia,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
olvido,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
toots,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
shooing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
edged,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
cami,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
artsstyle,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
macintosh,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
milwaukee,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
brewers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
fifties,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
parkinson,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
cattails,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bots,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
scrubland,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
midevil,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
skiff,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
weraing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
agricultural,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
linoleum,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
twoliter,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pliers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
nonenglish,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bankside,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
explosive,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
mongoose,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
midriffs,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pushup,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ist,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
comically,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
flares,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
modernlooking,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bullfight,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
specially,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
unabomber,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
lade,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
redlit,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
blackrimmed,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gunk,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
fishemen,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
portions,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
delwood,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
glassing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
compromising,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
elizabethan,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gagnant,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
coverall,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bp,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
vac,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
budweisersponsored,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
typically,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bluelit,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
coinoperated,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
dredging,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
singleperson,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
proclaim,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
arabicspeaking,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
shacking,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gaseous,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
receded,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
hairline,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
spaceman,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bushed,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
europeanstyle,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
3113,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
patchy,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
aired,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sawhorse,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
navel,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
unscrewing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
glassblowers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
wieners,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
extinguishes,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bold,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
filosofie,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
uncork,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pyramidshaped,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
fawns,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
skied,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
resurfacing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
screwdrivers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
fivepiece,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
showerhead,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ventilation,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pigtailed,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sweeter,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
substances,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
camisole,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
kathy,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
slop,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
slits,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
riverwater,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ouvert,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
redvested,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
voltage,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
longhandled,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
powerade,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sxswo,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
toweling,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
littleleague,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
modernistic,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
middrifts,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
adequately,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
supplied,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
windblown,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sixstring,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gameboys,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
alternating,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
plaided,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
masculine,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
grout,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
joseph,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
golds,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
boldly,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
conspiracy,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
scrubbers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
defeating,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
jeter,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
exclamation,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
calming,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
rafttype,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
logging,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
commandment,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
trace,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
grayblue,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
builtin,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ovals,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gambas,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
langostinos,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
redbrown,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
marriotts,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
protruding,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
carver,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
mongol,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
armband,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
roxx,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
roger,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ganders,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
fauxhawk,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bundt,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
broach,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pulldown,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
selfcheckout,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
birch,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
semicloudy,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sparkles,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
overthrown,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
waterfowl,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ironic,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
humorously,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pullup,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
stirfry,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
fawning,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
woodblock,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
hutchesons,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
hedley,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
patched,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
collegiate,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
mooch,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
waistcoats,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
breeches,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
alice,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bloodied,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
menacing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
