,n,p_contradiction,p_entailment,p_neutral,boundary
related,231,0.0735930735930736,0.09090909090909091,0.8354978354978355,0.48709394753647817
master,231,0.23376623376623376,0.09956709956709957,0.6666666666666666,0.48709394753647817
mowing,230,0.5521739130434783,0.22608695652173913,0.2217391304347826,0.4874278472004888
jazz,228,0.24561403508771928,0.17543859649122806,0.5789473684210527,0.4881022246625921
10,227,0.29955947136563876,0.19383259911894274,0.5066079295154186,0.48844275068774434
homework,227,0.5374449339207048,0.11894273127753303,0.3436123348017621,0.48844275068774434
league,224,0.25892857142857145,0.20089285714285715,0.5401785714285714,0.48947797519667857
bought,224,0.14732142857142858,0.09375,0.7589285714285714,0.48947797519667857
finishing,223,0.2556053811659193,0.242152466367713,0.5022421524663677,0.4898276836792093
crash,223,0.30493273542600896,0.16143497757847533,0.5336322869955157,0.4898276836792093
may,220,0.21363636363636362,0.19545454545454546,0.5909090909090909,0.4908910776816666
cafeteria,220,0.6,0.17727272727272728,0.22272727272727272,0.4908910776816666
gay,220,0.20909090909090908,0.12727272727272726,0.6636363636363637,0.4908910776816666
boyfriend,219,0.1506849315068493,0.045662100456621,0.8036529680365296,0.49125038885377087
experiment,215,0.20465116279069767,0.2744186046511628,0.5209302325581395,0.4927126150091105
searching,215,0.22325581395348837,0.20465116279069767,0.5720930232558139,0.4927126150091105
joke,214,0.14018691588785046,0.09813084112149532,0.7616822429906542,0.493084562496692
discuss,213,0.28169014084507044,0.15023474178403756,0.568075117370892,0.49345912626800104
political,212,0.23113207547169812,0.25471698113207547,0.5141509433962265,0.49383633713919944
arrive,211,0.18009478672985782,0.0995260663507109,0.7203791469194313,0.4942162264370149
arguing,209,0.5023923444976076,0.07177033492822966,0.4258373205741627,0.4949841682380903
coworkers,208,0.14903846153846154,0.14903846153846154,0.7019230769230769,0.49537228604742917
celebrates,208,0.21153846153846154,0.24519230769230768,0.5432692307692307,0.49537228604742917
better,207,0.2222222222222222,0.22705314009661837,0.5507246376811594,0.49576321291887077
july,207,0.1497584541062802,0.043478260869565216,0.8067632850241546,0.49576321291887077
every,206,0.3786407766990291,0.0825242718446602,0.5388349514563107,0.4961569829017688
blind,206,0.5631067961165048,0.10194174757281553,0.33495145631067963,0.4961569829017688
holiday,206,0.19902912621359223,0.2524271844660194,0.5485436893203883,0.4961569829017688
active,205,0.14634146341463414,0.5951219512195122,0.25853658536585367,0.4965536306261018
competes,204,0.1715686274509804,0.19607843137254902,0.6323529411764706,0.49695319131526555
grown,204,0.5980392156862745,0.21568627450980393,0.18627450980392157,0.49695319131526555
sons,204,0.23039215686274508,0.1323529411764706,0.6372549019607843,0.49695319131526555
special,204,0.17647058823529413,0.2549019607843137,0.5686274509803921,0.49695319131526555
typing,203,0.4975369458128079,0.22167487684729065,0.28078817733990147,0.49735570079921143
shark,203,0.6305418719211823,0.059113300492610835,0.3103448275862069,0.49735570079921143
recently,202,0.21287128712871287,0.26732673267326734,0.5198019801980198,0.49776119552794235
hoping,201,0.16417910447761194,0.13930348258706468,0.6965174129353234,0.4981697125853771
parent,200,0.205,0.255,0.54,0.49858128970359594
national,194,0.20618556701030927,0.14432989690721648,0.6494845360824743,0.5011172121300471
upcoming,194,0.1134020618556701,0.08247422680412371,0.8041237113402062,0.5011172121300471
delivering,193,0.24352331606217617,0.22279792746113988,0.533678756476684,0.5015513237968804
final,193,0.12953367875647667,0.05181347150259067,0.8186528497409327,0.5015513237968804
loud,193,0.20207253886010362,0.23316062176165803,0.5647668393782384,0.5015513237968804
giraffe,192,0.5052083333333334,0.22916666666666666,0.265625,0.5019888225603502
toilet,192,0.515625,0.22916666666666666,0.2552083333333333,0.5019888225603502
isnt,191,0.5706806282722513,0.2356020942408377,0.193717277486911,0.5024297526964049
cancer,191,0.2513089005235602,0.1518324607329843,0.5968586387434555,0.5024297526964049
cause,190,0.22631578947368422,0.2631578947368421,0.5105263157894737,0.5028741592955348
save,189,0.2275132275132275,0.14814814814814814,0.6243386243386243,0.5033220882821409
boss,189,0.21164021164021163,0.12698412698412698,0.6613756613756614,0.5033220882821409
escape,189,0.2804232804232804,0.17989417989417988,0.5396825396825397,0.5033220882821409
impress,187,0.03208556149732621,0.026737967914438502,0.9411764705882353,0.504228701405127
skipping,187,0.6149732620320856,0.1443850267379679,0.24064171122994651,0.504228701405127
expensive,187,0.21390374331550802,0.12299465240641712,0.6631016042780749,0.504228701405127
hopscotch,186,0.5806451612903226,0.13440860215053763,0.2849462365591398,0.5046874817422166
sipping,186,0.5645161290322581,0.1881720430107527,0.24731182795698925,0.5046874817422166
hamburger,185,0.5243243243243243,0.20540540540540542,0.2702702702702703,0.5051499769110799
beds,184,0.7336956521739131,0.14130434782608695,0.125,0.5056162373167052
joyously,183,0.01639344262295082,0.01639344262295082,0.9672131147540983,0.5060863143268004
professor,181,0.26519337016574585,0.2265193370165746,0.5082872928176796,0.5070381285881806
physical,181,0.1712707182320442,0.6353591160220995,0.19337016574585636,0.5070381285881806
seeing,181,0.14917127071823205,0.23204419889502761,0.6187845303867403,0.5070381285881806
treadmill,180,0.55,0.2111111111111111,0.2388888888888889,0.5075199736060535
cannot,180,0.5333333333333333,0.17222222222222222,0.29444444444444445,0.5075199736060535
sure,179,0.2011173184357542,0.24581005586592178,0.553072625698324,0.5080058508128261
stealing,178,0.6966292134831461,0.02247191011235955,0.2808988764044944,0.5084958167611952
bringing,178,0.20786516853932585,0.19101123595505617,0.601123595505618,0.5084958167611952
ate,178,0.6910112359550562,0.0898876404494382,0.21910112359550563,0.5084958167611952
brand,178,0.3258426966292135,0.1348314606741573,0.5393258426966292,0.5084958167611952
talent,177,0.192090395480226,0.1977401129943503,0.6101694915254238,0.5089899291205605
popcorn,175,0.5771428571428572,0.18285714285714286,0.24,0.5099908295053593
weights,174,0.5517241379310345,0.22988505747126436,0.21839080459770116,0.5104977387142209
awake,174,0.7183908045977011,0.22988505747126436,0.05172413793103448,0.5104977387142209
broke,174,0.41954022988505746,0.028735632183908046,0.5517241379310345,0.5104977387142209
movies,173,0.8092485549132948,0.028901734104046242,0.16184971098265896,0.5110090367625673
prize,173,0.13872832369942195,0.15606936416184972,0.7052023121387283,0.5110090367625673
rush,171,0.25146198830409355,0.22807017543859648,0.52046783625731,0.5120450554755883
france,171,0.30409356725146197,0.17543859649122806,0.52046783625731,0.5120450554755883
planning,171,0.16374269005847952,0.0935672514619883,0.7426900584795322,0.5120450554755883
return,170,0.2235294117647059,0.17647058823529413,0.6,0.5125699074783253
pro,168,0.16666666666666666,0.14285714285714285,0.6904761904761905,0.5136336353579735
buys,167,0.5209580838323353,0.17964071856287425,0.2994011976047904,0.514172650916347
afraid,165,0.36363636363636365,0.07878787878787878,0.5575757575757576,0.5152653455581743
solid,164,0.7682926829268293,0.10975609756097561,0.12195121951219512,0.515819173360511
paid,162,0.043209876543209874,0.04938271604938271,0.9074074074074074,0.5169421737447363
fourth,162,0.25308641975308643,0.17901234567901234,0.5679012345679012,0.5169421737447363
might,161,0.13664596273291926,0.20496894409937888,0.6583850931677019,0.517511504848833
folks,160,0.225,0.5375,0.2375,0.5180861651267467
soon,159,0.16352201257861634,0.16352201257861634,0.6729559748427673,0.518666238239454
grandfather,159,0.2138364779874214,0.11949685534591195,0.6666666666666666,0.518666238239454
pigs,158,0.5886075949367089,0.1962025316455696,0.21518987341772153,0.5192518096982672
theyre,157,0.25477707006369427,0.2229299363057325,0.5222929936305732,0.5198429669177856
visit,157,0.21656050955414013,0.21019108280254778,0.5732484076433121,0.5198429669177856
laps,157,0.5668789808917197,0.1464968152866242,0.28662420382165604,0.5198429669177856
feed,156,0.30128205128205127,0.14743589743589744,0.5512820512820513,0.5204397992707098
thinks,155,0.12903225806451613,0.1935483870967742,0.6774193548387096,0.5210423981446
perfect,155,0.2838709677419355,0.12903225806451613,0.5870967741935483,0.5210423981446
days,155,0.2903225806451613,0.13548387096774195,0.5741935483870968,0.5210423981446
strong,155,0.1870967741935484,0.23870967741935484,0.5741935483870968,0.5210423981446
zombie,155,0.6451612903225806,0.15483870967741936,0.2,0.5210423981446
de,155,0.27741935483870966,0.1935483870967742,0.5290322580645161,0.5210423981446
hour,154,0.2077922077922078,0.1038961038961039,0.6883116883116883,0.5216508570006556
kitten,154,0.5324675324675324,0.18181818181818182,0.2857142857142857,0.5216508570006556
mars,153,0.954248366013072,0.006535947712418301,0.0392156862745098,0.5222652714346071
calling,153,0.20261437908496732,0.1568627450980392,0.6405228758169934,0.5222652714346071
owns,153,0.05228758169934641,0.13725490196078433,0.8104575163398693,0.5222652714346071
songs,153,0.23529411764705882,0.1503267973856209,0.6143790849673203,0.5222652714346071
learn,153,0.1895424836601307,0.17647058823529413,0.6339869281045751,0.5222652714346071
ignoring,152,0.7105263157894737,0.09868421052631579,0.19078947368421054,0.5228857392398052
lovers,151,0.17880794701986755,0.19205298013245034,0.6291390728476821,0.5235123604726055
breaks,147,0.54421768707483,0.14285714285714285,0.3129251700680272,0.5260824638784954
seek,146,0.3287671232876712,0.0821917808219178,0.589041095890411,0.5267414371872501
losing,145,0.25517241379310346,0.10344827586206896,0.6413793103448275,0.5274072157615368
daily,145,0.2413793103448276,0.2206896551724138,0.5379310344827586,0.5274072157615368
circles,145,0.5310344827586206,0.20689655172413793,0.2620689655172414,0.5274072157615368
trouble,144,0.1875,0.19444444444444445,0.6180555555555556,0.5280799175443858
math,144,0.5416666666666666,0.05555555555555555,0.4027777777777778,0.5280799175443858
silent,143,0.9090909090909091,0.02097902097902098,0.06993006993006994,0.528759663360532
bring,142,0.2887323943661972,0.176056338028169,0.5352112676056338,0.5294465770075791
burger,142,0.5774647887323944,0.11267605633802817,0.30985915492957744,0.5294465770075791
drowning,140,0.7642857142857142,0.014285714285714285,0.22142857142857142,0.5308424184211129
popular,140,0.15,0.15714285714285714,0.6928571428571428,0.5308424184211129
sandbox,139,0.697841726618705,0.050359712230215826,0.2517985611510791,0.5315516095182968
reunion,138,0.13768115942028986,0.13043478260869565,0.7318840579710145,0.5322684953164737
fathers,138,0.2608695652173913,0.16666666666666666,0.572463768115942,0.5322684953164737
plans,138,0.10869565217391304,0.06521739130434782,0.8260869565217391,0.5322684953164737
attacking,137,0.6204379562043796,0.15328467153284672,0.22627737226277372,0.5329932159752069
lives,137,0.291970802919708,0.10218978102189781,0.6058394160583942,0.5329932159752069
naps,136,0.5661764705882353,0.16176470588235295,0.27205882352941174,0.533725915254525
silently,136,0.8455882352941176,0.03676470588235294,0.11764705882352941,0.533725915254525
everybody,134,0.7388059701492538,0.09701492537313433,0.16417910447761194,0.5352158434410329
jacks,134,0.8432835820895522,0.029850746268656716,0.12686567164179105,0.5352158434410329
testing,134,0.208955223880597,0.21641791044776118,0.5746268656716418,0.5352158434410329
locker,133,0.6616541353383458,0.15789473684210525,0.18045112781954886,0.5359733789735399
gang,132,0.25757575757575757,0.09090909090909091,0.6515151515151515,0.5367395066423668
neighbors,132,0.20454545454545456,0.045454545454545456,0.75,0.5367395066423668
season,132,0.1893939393939394,0.17424242424242425,0.6363636363636364,0.5367395066423668
join,130,0.2153846153846154,0.16923076923076924,0.6153846153846154,0.5382981974312796
labrador,130,0.2230769230769231,0.18461538461538463,0.5923076923076923,0.5382981974312796
goldfish,129,0.8372093023255814,0.06201550387596899,0.10077519379844961,0.5390911012202619
nervous,126,0.15079365079365079,0.1111111111111111,0.7380952380952381,0.5415261891511269
hurry,126,0.15873015873015872,0.23809523809523808,0.6031746031746031,0.5415261891511269
drops,126,0.5634920634920635,0.1984126984126984,0.23809523809523808,0.5415261891511269
grandson,126,0.1984126984126984,0.14285714285714285,0.6587301587301587,0.5415261891511269
crashes,125,0.608,0.136,0.256,0.5423573016605975
tanning,125,0.656,0.088,0.256,0.5423573016605975
karaoke,124,0.29838709677419356,0.12903225806451613,0.5725806451612904,0.5431984477887863
contemplating,124,0.25806451612903225,0.1774193548387097,0.5645161290322581,0.5431984477887863
trombone,122,0.6229508196721312,0.14754098360655737,0.22950819672131148,0.5449116608226908
noise,122,0.16393442622950818,0.5573770491803278,0.2786885245901639,0.5449116608226908
actually,121,0.6859504132231405,0.06611570247933884,0.24793388429752067,0.5457841524726632
returning,121,0.2066115702479339,0.17355371900826447,0.6198347107438017,0.5457841524726632
sweating,120,0.14166666666666666,0.18333333333333332,0.675,0.546667527672279
crime,119,0.226890756302521,0.12605042016806722,0.6470588235294118,0.547562014590513
novel,118,0.3474576271186441,0.05084745762711865,0.6016949152542372,0.5484678481498452
lesson,118,0.23728813559322035,0.19491525423728814,0.5677966101694916,0.5484678481498452
pasta,118,0.6271186440677966,0.1440677966101695,0.2288135593220339,0.5484678481498452
hours,118,0.211864406779661,0.1271186440677966,0.6610169491525424,0.5484678481498452
calls,118,0.3135593220338983,0.11016949152542373,0.576271186440678,0.5484678481498452
politics,117,0.26495726495726496,0.042735042735042736,0.6923076923076923,0.5493852702854611
models,117,0.2222222222222222,0.17094017094017094,0.6068376068376068,0.5493852702854611
4th,116,0.12931034482758622,0.06896551724137931,0.8017241379310345,0.5503145302167158
received,114,0.14912280701754385,0.20175438596491227,0.6491228070175439,0.5522095984846188
eaten,111,0.5585585585585585,0.18018018018018017,0.26126126126126126,0.5551476663926227
stole,111,0.4144144144144144,0.018018018018018018,0.5675675675675675,0.5551476663926227
recess,111,0.24324324324324326,0.0,0.7567567567567568,0.5551476663926227
ever,110,0.38181818181818183,0.045454545454545456,0.5727272727272728,0.5561536322476591
instead,109,0.5779816513761468,0.1559633027522936,0.26605504587155965,0.5571734101105899
why,105,0.2761904761904762,0.1619047619047619,0.5619047619047619,0.5613971802189858
volcano,103,0.6504854368932039,0.14563106796116504,0.20388349514563106,0.563600746828099
wins,103,0.24271844660194175,0.0970873786407767,0.6601941747572816,0.563600746828099
belongs,103,0.038834951456310676,0.04854368932038835,0.912621359223301,0.563600746828099
deciding,102,0.11764705882352941,0.19607843137254902,0.6862745098039216,0.5647267555649416
skilled,102,0.12745098039215685,0.24509803921568626,0.6274509803921569,0.5647267555649416
fries,102,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.5647267555649416
jokes,101,0.32673267326732675,0.07920792079207921,0.594059405940594,0.5658694460809637
album,101,0.18811881188118812,0.1782178217821782,0.6336633663366337,0.5658694460809637
aliens,100,0.91,0.02,0.07,0.5670292343865962
mashed,100,0.94,0.01,0.05,0.5670292343865962
sunday,100,0.31,0.06,0.63,0.5670292343865962
prom,98,0.2653061224489796,0.061224489795918366,0.673469387755102,0.5694018424337085
lazy,98,0.6020408163265306,0.05102040816326531,0.3469387755102041,0.5694018424337085
rival,96,0.13541666666666666,0.09375,0.7708333333333334,0.57184821356685
hates,96,0.5833333333333334,0.0,0.4166666666666667,0.57184821356685
hawaii,96,0.28125,0.07291666666666667,0.6458333333333334,0.57184821356685
oak,95,0.3263157894736842,0.05263157894736842,0.6210526315789474,0.5731002687850153
later,95,0.1368421052631579,0.09473684210526316,0.7684210526315789,0.5731002687850153
hopes,95,0.16842105263157894,0.16842105263157894,0.6631578947368421,0.5731002687850153
feeling,95,0.1368421052631579,0.2631578947368421,0.6,0.5731002687850153
future,94,0.20212765957446807,0.13829787234042554,0.6595744680851063,0.5743722508432614
rivals,94,0.1595744680851064,0.10638297872340426,0.7340425531914894,0.5743722508432614
everest,94,0.3404255319148936,0.0,0.6595744680851063,0.5743722508432614
plan,94,0.24468085106382978,0.1702127659574468,0.5851063829787234,0.5743722508432614
alien,94,0.8723404255319149,0.02127659574468085,0.10638297872340426,0.5743722508432614
exhausted,93,0.20430107526881722,0.1935483870967742,0.6021505376344086,0.5756646939820681
week,93,0.1935483870967742,0.03225806451612903,0.7741935483870968,0.5756646939820681
canine,93,0.11827956989247312,0.7419354838709677,0.13978494623655913,0.5756646939820681
peacefully,92,0.6086956521739131,0.16304347826086957,0.22826086956521738,0.5769781527116395
winner,92,0.17391304347826086,0.1956521739130435,0.6304347826086957,0.5769781527116395
silence,92,0.8369565217391305,0.05434782608695652,0.10869565217391304,0.5769781527116395
zombies,92,0.782608695652174,0.10869565217391304,0.10869565217391304,0.5769781527116395
told,91,0.1978021978021978,0.06593406593406594,0.7362637362637363,0.5783132028115346
weekend,91,0.14285714285714285,0.04395604395604396,0.8131868131868132,0.5783132028115346
treasure,91,0.18681318681318682,0.04395604395604396,0.7692307692307693,0.5783132028115346
arent,90,0.6333333333333333,0.14444444444444443,0.2222222222222222,0.5796704423912178
talented,90,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.5796704423912178
recent,89,0.20224719101123595,0.12359550561797752,0.6741573033707865,0.5810504930159681
kittens,89,0.7640449438202247,0.0898876404494382,0.14606741573033707,0.5810504930159681
sunrise,89,0.6067415730337079,0.15730337078651685,0.23595505617977527,0.5810504930159681
wanted,88,0.1590909090909091,0.06818181818181818,0.7727272727272727,0.5824540009029608
medal,87,0.19540229885057472,0.1839080459770115,0.6206896551724138,0.5838816381927495
recliner,87,0.5862068965517241,0.1839080459770115,0.22988505747126436,0.5838816381927495
allowed,87,0.5977011494252874,0.13793103448275862,0.26436781609195403,0.5838816381927495
annual,87,0.16091954022988506,0.05747126436781609,0.7816091954022989,0.5838816381927495
anniversary,87,0.09195402298850575,0.034482758620689655,0.8735632183908046,0.5838816381927495
frowns,87,0.7241379310344828,0.10344827586206896,0.1724137931034483,0.5838816381927495
selfie,86,0.3023255813953488,0.08139534883720931,0.6162790697674418,0.5853341043018301
iphone,85,0.24705882352941178,0.10588235294117647,0.6470588235294118,0.5868121273624718
met,85,0.2823529411764706,0.10588235294117647,0.611764705882353,0.5868121273624718
opera,84,0.6785714285714286,0.03571428571428571,0.2857142857142857,0.5883164657565446
thirsty,84,0.07142857142857142,0.17857142857142858,0.75,0.5883164657565446
shift,83,0.2289156626506024,0.1686746987951807,0.6024096385542169,0.5898479097506863
grandchild,83,0.20481927710843373,0.1686746987951807,0.6265060240963856,0.5898479097506863
forgot,83,0.6144578313253012,0.012048192771084338,0.37349397590361444,0.5898479097506863
finals,83,0.13253012048192772,0.07228915662650602,0.7951807228915663,0.5898479097506863
whale,83,0.6626506024096386,0.07228915662650602,0.26506024096385544,0.5898479097506863
wanting,83,0.18072289156626506,0.21686746987951808,0.6024096385542169,0.5898479097506863
deal,82,0.15853658536585366,0.12195121951219512,0.7195121951219512,0.5914072832408149
think,82,0.25609756097560976,0.13414634146341464,0.6097560975609756,0.5914072832408149
outer,82,0.6707317073170732,0.15853658536585366,0.17073170731707318,0.5914072832408149
taco,81,0.7777777777777778,0.037037037037037035,0.18518518518518517,0.5929954456147366
grandpa,80,0.2375,0.1625,0.6,0.5946132937424136
sharks,80,0.7625,0.025,0.2125,0.5946132937424136
spaceship,80,0.8,0.0875,0.1125,0.5946132937424136
lava,80,0.675,0.15,0.175,0.5946132937424136
goodbye,79,0.16455696202531644,0.1518987341772152,0.6835443037974683,0.5962617641043646
shaven,77,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.5996545293361768
angrily,77,0.6103896103896104,0.07792207792207792,0.3116883116883117,0.5996545293361768
pacific,77,0.23376623376623376,0.07792207792207792,0.6883116883116883,0.5996545293361768
comedy,76,0.32894736842105265,0.06578947368421052,0.6052631578947368,0.6014009165467158
drove,74,0.6081081081081081,0.16216216216216217,0.22972972972972974,0.6049993001488437
necked,74,0.6891891891891891,0.16216216216216217,0.14864864864864866,0.6049993001488437
history,74,0.21621621621621623,0.10810810810810811,0.6756756756756757,0.6049993001488437
honeymoon,74,0.08108108108108109,0.013513513513513514,0.9054054054054054,0.6049993001488437
wondering,74,0.21621621621621623,0.14864864864864866,0.6351351351351351,0.6049993001488437
experienced,73,0.0547945205479452,0.1917808219178082,0.7534246575342466,0.6068536968764064
affection,73,0.0958904109589041,0.6712328767123288,0.2328767123287671,0.6068536968764064
proximity,73,0.0684931506849315,0.8493150684931506,0.0821917808219178,0.6068536968764064
stolen,73,0.3424657534246575,0.0136986301369863,0.6438356164383562,0.6068536968764064
ask,72,0.18055555555555555,0.1388888888888889,0.6805555555555556,0.6087465939504377
tonight,72,0.2777777777777778,0.1111111111111111,0.6111111111111112,0.6087465939504377
closet,72,0.7361111111111112,0.1111111111111111,0.1527777777777778,0.6087465939504377
steals,72,0.7083333333333334,0.05555555555555555,0.2361111111111111,0.6087465939504377
earn,71,0.09859154929577464,0.08450704225352113,0.8169014084507042,0.6106793422984313
showed,71,0.647887323943662,0.08450704225352113,0.2676056338028169,0.6106793422984313
icecream,70,0.6714285714285714,0.08571428571428572,0.24285714285714285,0.6126533601563728
thanksgiving,70,0.15714285714285714,0.02857142857142857,0.8142857142857143,0.6126533601563728
latest,70,0.18571428571428572,0.08571428571428572,0.7285714285714285,0.6126533601563728
heard,70,0.21428571428571427,0.17142857142857143,0.6142857142857143,0.6126533601563728
calmly,70,0.6285714285714286,0.14285714285714285,0.22857142857142856,0.6126533601563728
damage,69,0.15942028985507245,0.11594202898550725,0.7246376811594203,0.614670137442779
lodge,69,0.6811594202898551,0.13043478260869565,0.18840579710144928,0.614670137442779
agent,69,0.2318840579710145,0.10144927536231885,0.6666666666666666,0.614670137442779
drugs,69,0.34782608695652173,0.014492753623188406,0.6376811594202898,0.614670137442779
monkeys,68,0.7941176470588235,0.07352941176470588,0.1323529411764706,0.6167312404852441
purchased,68,0.1323529411764706,0.1323529411764706,0.7352941176470589,0.6167312404852441
alll,68,1.0,0.0,0.0,0.6167312404852441
dating,67,0.05970149253731343,0.04477611940298507,0.8955223880597015,0.6188383171335654
anyone,66,0.6515151515151515,0.06060606060606061,0.2878787878787879,0.6209931022973807
expert,66,0.045454545454545456,0.06060606060606061,0.8939393939393939,0.6209931022973807
theatre,66,0.6818181818181818,0.07575757575757576,0.24242424242424243,0.6209931022973807
cartwheels,65,0.676923076923077,0.16923076923076924,0.15384615384615385,0.6231974239506073
husbands,65,0.18461538461538463,0.046153846153846156,0.7692307692307693,0.6231974239506073
gossiping,64,0.234375,0.03125,0.734375,0.6254532096499119
bet,64,0.171875,0.046875,0.78125,0.6254532096499119
dugout,62,0.6612903225806451,0.14516129032258066,0.1935483870967742,0.6301274244652167
tacos,61,0.6885245901639344,0.01639344262295082,0.29508196721311475,0.632550273572999
ignores,60,0.7,0.1,0.2,0.6350334442854078
rollercoaster,60,0.75,0.05,0.2,0.6350334442854078
consuming,59,0.1016949152542373,0.7796610169491526,0.11864406779661017,0.6375794819214
nowhere,59,0.7457627118644068,0.06779661016949153,0.1864406779661017,0.6375794819214
loved,59,0.1694915254237288,0.13559322033898305,0.6949152542372882,0.6375794819214
none,59,0.8305084745762712,0.03389830508474576,0.13559322033898305,0.6375794819214
xbox,59,0.9322033898305084,0.0,0.06779661016949153,0.6375794819214
robbing,58,0.8275862068965517,0.0,0.1724137931034483,0.6401910847457597
pushups,58,0.6896551724137931,0.15517241379310345,0.15517241379310345,0.6401910847457597
minutes,58,0.1896551724137931,0.06896551724137931,0.7413793103448276,0.6401910847457597
saturday,58,0.22413793103448276,0.08620689655172414,0.6896551724137931,0.6401910847457597
stayed,57,0.8245614035087719,0.03508771929824561,0.14035087719298245,0.642871115991851
destroying,57,0.7894736842105263,0.03508771929824561,0.17543859649122806,0.642871115991851
sibling,57,0.17543859649122806,0.14035087719298245,0.6842105263157895,0.642871115991851
flirting,57,0.15789473684210525,0.03508771929824561,0.8070175438596491,0.642871115991851
lose,57,0.19298245614035087,0.05263157894736842,0.7543859649122807,0.642871115991851
motel,56,0.9107142857142857,0.017857142857142856,0.07142857142857142,0.6456226170600238
trout,56,0.16071428571428573,0.03571428571428571,0.8035714285714286,0.6456226170600238
jail,56,0.6964285714285714,0.017857142857142856,0.2857142857142857,0.6456226170600238
photoshoot,56,0.125,0.07142857142857142,0.8035714285714286,0.6456226170600238
wrote,55,0.2,0.05454545454545454,0.7454545454545455,0.64844882203
friday,55,0.14545454545454545,0.05454545454545454,0.8,0.64844882203
suicide,54,0.24074074074074073,0.037037037037037035,0.7222222222222222,0.6513531736446889
biggest,54,0.05555555555555555,0.07407407407407407,0.8703703703703703,0.6513531736446889
kennel,54,0.7777777777777778,0.09259259259259259,0.12962962962962962,0.6513531736446889
faster,54,0.2037037037037037,0.09259259259259259,0.7037037037037037,0.6513531736446889
neighbor,53,0.22641509433962265,0.018867924528301886,0.7547169811320755,0.6543393409450655
halftime,53,0.3018867924528302,0.03773584905660377,0.660377358490566,0.6543393409450655
crush,53,0.20754716981132076,0.07547169811320754,0.7169811320754716,0.6543393409450655
title,53,0.1320754716981132,0.03773584905660377,0.8301886792452831,0.6543393409450655
midnight,52,0.6730769230769231,0.0,0.3269230769230769,0.657411238761525
champion,52,0.11538461538461539,0.0,0.8846153846153846,0.657411238761525
celebrity,52,0.15384615384615385,0.11538461538461539,0.7307692307692307,0.657411238761525
vet,52,0.6730769230769231,0.0,0.3269230769230769,0.657411238761525
belong,52,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.657411238761525
idly,52,0.75,0.11538461538461539,0.1346153846153846,0.657411238761525
girlfriends,51,0.23529411764705882,0.09803921568627451,0.6666666666666666,0.6605730492971977
rooms,50,0.74,0.1,0.16,0.6638292460738586
mt,50,0.3,0.02,0.68,0.6638292460738586
smashing,49,0.7346938775510204,0.08163265306122448,0.1836734693877551,0.6671846205522803
ignore,49,0.673469387755102,0.08163265306122448,0.24489795918367346,0.6671846205522803
submarine,49,0.6938775510204082,0.12244897959183673,0.1836734693877551,0.6671846205522803
politician,49,0.1836734693877551,0.12244897959183673,0.6938775510204082,0.6671846205522803
lazily,49,0.8367346938775511,0.04081632653061224,0.12244897959183673,0.6671846205522803
atlantic,48,0.22916666666666666,0.0,0.7708333333333334,0.670644311787367
whether,47,0.19148936170212766,0.0851063829787234,0.723404255319149,0.6742138395356034
degrees,47,0.723404255319149,0.1702127659574468,0.10638297872340426,0.6742138395356034
soundly,46,0.8043478260869565,0.043478260869565216,0.15217391304347827,0.677899141300077
facebook,46,0.10869565217391304,0.06521739130434782,0.8260869565217391,0.677899141300077
taxes,46,0.8478260869565217,0.0,0.15217391304347827,0.677899141300077
ther,46,0.10869565217391304,0.6956521739130435,0.1956521739130435,0.677899141300077
cocoa,45,0.8444444444444444,0.022222222222222223,0.13333333333333333,0.6817066138787737
wives,45,0.24444444444444444,0.0,0.7555555555555555,0.6817066138787737
dollars,45,0.2222222222222222,0.08888888888888889,0.6888888888888889,0.6817066138787737
appointment,44,0.20454545454545456,0.06818181818181818,0.7272727272727273,0.6856431600777398
bakes,44,0.75,0.09090909090909091,0.1590909090909091,0.6856431600777398
leak,44,0.1590909090909091,0.11363636363636363,0.7272727272727273,0.6856431600777398
mice,43,0.8372093023255814,0.046511627906976744,0.11627906976744186,0.6897162413654576
learned,43,0.16279069767441862,0.09302325581395349,0.7441860465116279,0.6897162413654576
rare,43,0.18604651162790697,0.09302325581395349,0.7209302325581395,0.6897162413654576
revolution,42,0.7619047619047619,0.07142857142857142,0.16666666666666666,0.6939339373826137
earlier,41,0.14634146341463414,0.07317073170731707,0.7804878048780488,0.6983050133876886
newest,41,0.14634146341463414,0.0975609756097561,0.7560975609756098,0.6983050133876886
cousins,41,0.024390243902439025,0.0,0.975609756097561,0.6983050133876886
liked,41,0.04878048780487805,0.07317073170731707,0.8780487804878049,0.6983050133876886
slept,40,0.825,0.1,0.075,0.70283899692016
dull,40,0.775,0.1,0.125,0.70283899692016
eve,40,0.075,0.025,0.9,0.70283899692016
considering,39,0.05128205128205128,0.10256410256410256,0.8461538461538461,0.7075462652080864
destroy,39,0.717948717948718,0.0,0.28205128205128205,0.7075462652080864
awareness,39,0.07692307692307693,0.02564102564102564,0.8974358974358975,0.7075462652080864
500,39,0.2564102564102564,0.02564102564102564,0.717948717948718,0.7075462652080864
refuses,39,0.8717948717948718,0.02564102564102564,0.10256410256410256,0.7075462652080864
