,0,1,n,p_0,p_1,boundary,isArtifact
myers,5,3,8,0.625,0.375,1.3539550396145112,False
buying,7,0,7,1.0,0.0,1.4129163376989913,False
tickets,7,3,10,0.7,0.3,1.263800607322629,False
variant,6,0,6,1.0,0.0,1.4860623439945513,False
nincompoop,9,0,9,1.0,0.0,1.3051165324531304,False
campaign,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
publicity,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
department,6,16,22,0.2727272727272727,0.7272727272727273,1.0149542644062572,False
charmer,1,46,47,0.02127659574468085,0.9787234042553191,0.8523149484832706,True
land,10,16,26,0.38461538461538464,0.6153846153846154,0.9736890280416928,False
ironyfree,4,3,7,0.5714285714285714,0.42857142857142855,1.4129163376989913,False
washed,7,4,11,0.6363636363636364,0.36363636363636365,1.2282553047251898,False
twentysomething,2,2,4,0.5,0.5,1.7076747986796954,False
hotsies,2,2,4,0.5,0.5,1.7076747986796954,False
harddriving,3,3,6,0.5,0.5,1.4860623439945513,False
argento,0,10,10,0.0,1.0,1.263800607322629,False
counterparts,1,12,13,0.07692307692307693,0.9230769230769231,1.169897447803891,False
visualize,1,10,11,0.09090909090909091,0.9090909090909091,1.2282553047251898,False
schizophrenia,1,10,11,0.09090909090909091,0.9090909090909091,1.2282553047251898,False
captured,0,9,9,0.0,1.0,1.3051165324531304,False
conflagration,1,7,8,0.125,0.875,1.3539550396145112,False
oneofakind,3,12,15,0.2,0.8,1.1236405843894475,False
aspire,5,2,7,0.7142857142857143,0.2857142857142857,1.4129163376989913,False
equal,10,16,26,0.38461538461538464,0.6153846153846154,0.9736890280416928,False
hobbled,4,0,4,1.0,0.0,1.7076747986796954,False
halfbaked,10,2,12,0.8333333333333334,0.16666666666666666,1.1972513701112493,False
setups,15,0,15,1.0,0.0,1.1236405843894475,False
sluggish,32,0,32,1.0,0.0,0.9269775198072556,True
simpler,1,1,2,0.5,0.5,2.2079100792290225,False
leaner,1,1,2,0.5,0.5,2.2079100792290225,False
espoused,0,2,2,0.0,1.0,2.2079100792290225,False
actory,6,0,6,1.0,0.0,1.4860623439945513,False
concoctions,6,0,6,1.0,0.0,1.4860623439945513,False
defined,7,1,8,0.875,0.125,1.3539550396145112,False
dimness,11,0,11,1.0,0.0,1.2282553047251898,False
handful,15,13,28,0.5357142857142857,0.4642857142857143,0.9564581688494956,False
realizing,19,0,19,1.0,0.0,1.0541192004321704,False
serving,12,0,12,1.0,0.0,1.1972513701112493,False
sara,16,0,16,1.0,0.0,1.1038373993398478,False
overused,14,3,17,0.8235294117647058,0.17647058823529413,1.085808324276815,False
warfare,4,15,19,0.21052631578947367,0.7894736842105263,1.0541192004321704,False
gallery,0,8,8,0.0,1.0,1.3539550396145112,False
impart,0,12,12,0.0,1.0,1.1972513701112493,False
bludgeoning,3,7,10,0.3,0.7,1.263800607322629,False
closed,3,1,4,0.75,0.25,1.7076747986796954,False
lets,18,35,53,0.33962264150943394,0.660377358490566,0.8317737828265249,False
reside,0,7,7,0.0,1.0,1.4129163376989913,False
primarily,2,25,27,0.07407407407407407,0.9259259259259259,0.9648342467408328,False
faltering,10,0,10,1.0,0.0,1.263800607322629,False
halfstep,10,0,10,1.0,0.0,1.263800607322629,False
brendan,0,6,6,0.0,1.0,1.4860623439945513,False
brogue,0,7,7,0.0,1.0,1.4129163376989913,False
fantastically,0,7,7,0.0,1.0,1.4129163376989913,False
gimmicks,6,0,6,1.0,0.0,1.4860623439945513,False
tuned,0,13,13,0.0,1.0,1.169897447803891,False
wholesome,0,24,24,0.0,1.0,0.9930311719972756,True
fail,12,10,22,0.5454545454545454,0.45454545454545453,1.0149542644062572,False
vehicle,32,20,52,0.6153846153846154,0.38461538461538464,0.8349487239019455,False
combustible,2,7,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
affable,2,8,10,0.2,0.8,1.263800607322629,False
raises,6,10,16,0.375,0.625,1.1038373993398478,False
delivering,0,37,37,0.0,1.0,0.8970810277942863,True
haphazard,14,0,14,1.0,0.0,1.145529333042945,False
release,21,22,43,0.4883720930232558,0.5116279069767442,0.8683373604507394,False
putters,6,0,6,1.0,0.0,1.4860623439945513,False
astute,7,11,18,0.3888888888888889,0.6111111111111112,1.0693033597430075,False
immigrant,0,6,6,0.0,1.0,1.4860623439945513,False
brink,0,6,6,0.0,1.0,1.4860623439945513,False
changes,12,10,22,0.5454545454545454,0.45454545454545453,1.0149542644062572,False
detract,6,4,10,0.6,0.4,1.263800607322629,False
thick,6,20,26,0.23076923076923078,0.7692307692307693,0.9736890280416928,False
plotless,23,0,23,1.0,0.0,1.003635206036385,False
meanderings,10,0,10,1.0,0.0,1.263800607322629,False
longing,2,23,25,0.08,0.92,0.9830699194718782,False
anguish,8,8,16,0.5,0.5,1.1038373993398478,False
elusive,0,11,11,0.0,1.0,1.2282553047251898,False
awarded,0,14,14,0.0,1.0,1.145529333042945,False
mythic,6,22,28,0.21428571428571427,0.7857142857142857,0.9564581688494956,False
scares,8,9,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
unsaid,6,0,6,1.0,0.0,1.4860623439945513,False
unbearable,25,3,28,0.8928571428571429,0.10714285714285714,0.9564581688494956,False
roughly,0,2,2,0.0,1.0,2.2079100792290225,False
movement,20,10,30,0.6666666666666666,0.3333333333333333,0.9409804862449196,False
information,6,8,14,0.42857142857142855,0.5714285714285714,1.145529333042945,False
smalltown,4,4,8,0.5,0.5,1.3539550396145112,False
competition,2,12,14,0.14285714285714285,0.8571428571428571,1.145529333042945,False
mother,23,24,47,0.48936170212765956,0.5106382978723404,0.8523149484832706,False
featured,4,0,4,1.0,0.0,1.7076747986796954,False
hits,14,32,46,0.30434782608695654,0.6956521739130435,0.8561238694326118,False
bullseye,0,5,5,0.0,1.0,1.5801771778244689,False
dissing,7,0,7,1.0,0.0,1.4129163376989913,False
cost,9,15,24,0.375,0.625,0.9930311719972756,False
evaluate,12,0,12,1.0,0.0,1.1972513701112493,False
undergo,7,0,7,1.0,0.0,1.4129163376989913,False
portuguese,2,5,7,0.2857142857142857,0.7142857142857143,1.4129163376989913,False
manoel,0,5,5,0.0,1.0,1.5801771778244689,False
de,47,87,134,0.35074626865671643,0.6492537313432836,0.7086544253899429,False
oliviera,0,5,5,0.0,1.0,1.5801771778244689,False
exact,22,0,22,1.0,0.0,1.0149542644062572,False
hundred,16,5,21,0.7619047619047619,0.23809523809523808,1.0270724933181201,False
personalities,14,19,33,0.42424242424242425,0.5757575757575758,0.9204583962218613,False
drowsy,14,0,14,1.0,0.0,1.145529333042945,False
infatuated,12,1,13,0.9230769230769231,0.07692307692307693,1.169897447803891,False
selfexamination,15,0,15,1.0,0.0,1.1236405843894475,False
overwrought,34,3,37,0.918918918918919,0.08108108108108109,0.8970810277942863,True
sterling,0,8,8,0.0,1.0,1.3539550396145112,False
tells,11,40,51,0.21568627450980393,0.7843137254901961,0.8382165937147428,False
thrusts,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
uneasily,3,0,3,1.0,0.0,1.8945027402224985,False
swimfan,6,2,8,0.75,0.25,1.3539550396145112,False
braindeadening,8,0,8,1.0,0.0,1.3539550396145112,False
hangover,8,0,8,1.0,0.0,1.3539550396145112,False
backbone,1,4,5,0.2,0.8,1.5801771778244689,False
hook,7,5,12,0.5833333333333334,0.4166666666666667,1.1972513701112493,False
1993,0,9,9,0.0,1.0,1.3051165324531304,False
courageous,0,13,13,0.0,1.0,1.169897447803891,False
scottish,0,10,10,0.0,1.0,1.263800607322629,False
invited,10,1,11,0.9090909090909091,0.09090909090909091,1.2282553047251898,False
allegiance,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
chekhov,2,12,14,0.14285714285714285,0.8571428571428571,1.145529333042945,False
cacoyannis,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
displays,1,15,16,0.0625,0.9375,1.1038373993398478,False
cherry,3,6,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
orchard,3,6,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
vexing,2,0,2,1.0,0.0,2.2079100792290225,False
handicap,2,0,2,1.0,0.0,2.2079100792290225,False
derivativeness,3,0,3,1.0,0.0,1.8945027402224985,False
tiring,4,0,4,1.0,0.0,1.7076747986796954,False
sunshine,0,7,7,0.0,1.0,1.4129163376989913,False
state,21,18,39,0.5384615384615384,0.46153846153846156,0.8867654718190199,False
unbelievably,4,0,4,1.0,0.0,1.7076747986796954,False
tom,26,11,37,0.7027027027027027,0.2972972972972973,0.8970810277942863,False
sensespinning,5,2,7,0.7142857142857143,0.2857142857142857,1.4129163376989913,False
onetrick,11,0,11,1.0,0.0,1.2282553047251898,False
pony,11,0,11,1.0,0.0,1.2282553047251898,False
streamlined,0,5,5,0.0,1.0,1.5801771778244689,False
serenity,0,16,16,0.0,1.0,1.1038373993398478,False
transporter,4,4,8,0.5,0.5,1.3539550396145112,False
ut,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
parachutes,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
syrup,5,0,5,1.0,0.0,1.5801771778244689,False
backlash,5,0,5,1.0,0.0,1.5801771778244689,False
pasolini,7,0,7,1.0,0.0,1.4129163376989913,False
classroom,5,0,5,1.0,0.0,1.5801771778244689,False
prospect,7,10,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
volcano,9,1,10,0.9,0.1,1.263800607322629,False
overflowing,11,2,13,0.8461538461538461,0.15384615384615385,1.169897447803891,False
septic,13,1,14,0.9285714285714286,0.07142857142857142,1.145529333042945,False
tank,13,1,14,0.9285714285714286,0.07142857142857142,1.145529333042945,False
prominently,0,6,6,0.0,1.0,1.4860623439945513,False
rosemary,3,0,3,1.0,0.0,1.8945027402224985,False
baby,9,5,14,0.6428571428571429,0.35714285714285715,1.145529333042945,False
wellconceived,4,2,6,0.6666666666666666,0.3333333333333333,1.4860623439945513,False
exceeds,3,8,11,0.2727272727272727,0.7272727272727273,1.2282553047251898,False
expectations,7,18,25,0.28,0.72,0.9830699194718782,False
uninspiring,6,0,6,1.0,0.0,1.4860623439945513,False
immersed,5,8,13,0.38461538461538464,0.6153846153846154,1.169897447803891,False
theory,5,7,12,0.4166666666666667,0.5833333333333334,1.1972513701112493,False
imagery,3,35,38,0.07894736842105263,0.9210526315789473,0.8918214442112555,True
reincarnation,0,5,5,0.0,1.0,1.5801771778244689,False
hostage,4,5,9,0.4444444444444444,0.5555555555555556,1.3051165324531304,False
hermetic,0,2,2,0.0,1.0,2.2079100792290225,False
treasured,0,10,10,0.0,1.0,1.263800607322629,False
wall,4,1,5,0.8,0.2,1.5801771778244689,False
michell,1,1,2,0.5,0.5,2.2079100792290225,False
ticktock,3,1,4,0.75,0.25,1.7076747986796954,False
duck,8,2,10,0.8,0.2,1.263800607322629,False
trickery,5,0,5,1.0,0.0,1.5801771778244689,False
devolves,16,1,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
vaguely,9,2,11,0.8181818181818182,0.18181818181818182,1.2282553047251898,False
overkill,8,0,8,1.0,0.0,1.3539550396145112,False
fanatics,0,7,7,0.0,1.0,1.4129163376989913,False
suited,26,8,34,0.7647058823529411,0.23529411764705882,0.9142290385716638,False
catch,4,22,26,0.15384615384615385,0.8461538461538461,0.9736890280416928,False
poetics,0,8,8,0.0,1.0,1.3539550396145112,False
savor,3,18,21,0.14285714285714285,0.8571428571428571,1.0270724933181201,False
ethical,0,13,13,0.0,1.0,1.169897447803891,False
intersect,0,5,5,0.0,1.0,1.5801771778244689,False
dedicated,0,9,9,0.0,1.0,1.3051165324531304,False
quaking,2,5,7,0.2857142857142857,0.7142857142857143,1.4129163376989913,False
pitted,0,6,6,0.0,1.0,1.4860623439945513,False
shimmering,0,9,9,0.0,1.0,1.3051165324531304,False
ethereal,0,14,14,0.0,1.0,1.145529333042945,False
asian,1,19,20,0.05,0.95,1.0400885889122344,False
painting,0,15,15,0.0,1.0,1.1236405843894475,False
reasons,7,8,15,0.4666666666666667,0.5333333333333333,1.1236405843894475,False
pizza,0,13,13,0.0,1.0,1.169897447803891,False
adolescent,13,17,30,0.43333333333333335,0.5666666666666667,0.9409804862449196,False
regular,6,0,6,1.0,0.0,1.4860623439945513,False
shocks,12,18,30,0.4,0.6,0.9409804862449196,False
bouts,6,0,6,1.0,0.0,1.4860623439945513,False
defensible,9,0,9,1.0,0.0,1.3051165324531304,False
bought,0,5,5,0.0,1.0,1.5801771778244689,False
telemarketers,0,2,2,0.0,1.0,2.2079100792290225,False
numbered,1,3,4,0.25,0.75,1.7076747986796954,False
kidlets,0,1,1,0.0,1.0,2.915349597359391,False
desolate,3,4,7,0.42857142857142855,0.5714285714285714,1.4129163376989913,False
affectation,2,2,4,0.5,0.5,1.7076747986796954,False
tumbleweeds,10,0,10,1.0,0.0,1.263800607322629,False
blowing,9,0,9,1.0,0.0,1.3051165324531304,False
protective,3,5,8,0.375,0.625,1.3539550396145112,False
cocoon,3,5,8,0.375,0.625,1.3539550396145112,False
ego,11,9,20,0.55,0.45,1.0400885889122344,False
warweary,6,0,6,1.0,0.0,1.4860623439945513,False
marine,6,0,6,1.0,0.0,1.4860623439945513,False
padded,10,1,11,0.9090909090909091,0.09090909090909091,1.2282553047251898,False
standardized,0,4,4,0.0,1.0,1.7076747986796954,False
flirts,3,2,5,0.6,0.4,1.5801771778244689,False
propaganda,13,1,14,0.9285714285714286,0.07142857142857142,1.145529333042945,False
agreed,2,2,4,0.5,0.5,1.7076747986796954,False
seat,36,69,105,0.34285714285714286,0.6571428571428571,0.735713984825924,False
shapeshifting,0,15,15,0.0,1.0,1.1236405843894475,False
perils,0,15,15,0.0,1.0,1.1236405843894475,False
brushes,0,15,15,0.0,1.0,1.1236405843894475,False
calamity,1,7,8,0.125,0.875,1.3539550396145112,False
matched,4,0,4,1.0,0.0,1.7076747986796954,False
wife,26,24,50,0.52,0.48,0.8415820158458045,False
incredible,0,23,23,0.0,1.0,1.003635206036385,False
acumen,0,11,11,0.0,1.0,1.2282553047251898,False
bothered,3,6,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
delightfully,1,56,57,0.017543859649122806,0.9824561403508771,0.8199208695326539,True
martin,20,20,40,0.5,0.5,0.8819003036613146,False
obnoxiously,10,0,10,1.0,0.0,1.263800607322629,False
2500,8,0,8,1.0,0.0,1.3539550396145112,False
screens,8,8,16,0.5,0.5,1.1038373993398478,False
bubba,8,4,12,0.6666666666666666,0.3333333333333333,1.1972513701112493,False
hotep,8,4,12,0.6666666666666666,0.3333333333333333,1.1972513701112493,False
languishing,10,1,11,0.9090909090909091,0.09090909090909091,1.2282553047251898,False
shelf,31,5,36,0.8611111111111112,0.1388888888888889,0.9025582662265652,False
granted,4,0,4,1.0,0.0,1.7076747986796954,False
mishandled,6,0,6,1.0,0.0,1.4860623439945513,False
vereté,0,1,1,0.0,1.0,2.915349597359391,False
whipsmart,0,5,5,0.0,1.0,1.5801771778244689,False
bluffs,0,4,4,0.0,1.0,1.7076747986796954,False
soulful,1,41,42,0.023809523809523808,0.9761904761904762,0.8726965342021439,True
zips,0,3,3,0.0,1.0,1.8945027402224985,False
adding,4,12,16,0.25,0.75,1.1038373993398478,False
details,20,22,42,0.47619047619047616,0.5238095238095238,0.8726965342021439,False
goforbroke,0,7,7,0.0,1.0,1.4129163376989913,False
visuals,14,51,65,0.2153846153846154,0.7846153846153846,0.7995872462486235,False
erotically,4,6,10,0.4,0.6,1.263800607322629,False
meeting,0,2,2,0.0,1.0,2.2079100792290225,False
exceeding,0,3,3,0.0,1.0,1.8945027402224985,False
empire,3,16,19,0.15789473684210525,0.8421052631578947,1.0541192004321704,False
strikes,0,38,38,0.0,1.0,0.8918214442112555,True
majestic,0,16,16,0.0,1.0,1.1038373993398478,False
resident,8,2,10,0.8,0.2,1.263800607322629,False
redundancies,7,0,7,1.0,0.0,1.4129163376989913,False
experienced,11,5,16,0.6875,0.3125,1.1038373993398478,False
inexpressive,6,0,6,1.0,0.0,1.4860623439945513,False
mctiernan,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
lighter,2,2,4,0.5,0.5,1.7076747986796954,False
feet,13,2,15,0.8666666666666667,0.13333333333333333,1.1236405843894475,False
soberminded,3,0,3,1.0,0.0,1.8945027402224985,False
cliched,52,3,55,0.9454545454545454,0.05454545454545454,0.8256856732680697,True
upbeat,8,14,22,0.36363636363636365,0.6363636363636364,1.0149542644062572,False
diabolical,4,6,10,0.4,0.6,1.263800607322629,False
cows,8,1,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
frosting,3,2,5,0.6,0.4,1.5801771778244689,False
bowl,1,3,4,0.25,0.75,1.7076747986796954,False
directorial,6,44,50,0.12,0.88,0.8415820158458045,True
treasure,1,37,38,0.02631578947368421,0.9736842105263158,0.8918214442112555,True
rivals,0,4,4,0.0,1.0,1.7076747986796954,False
animations,0,7,7,0.0,1.0,1.4129163376989913,False
vintage,2,23,25,0.08,0.92,0.9830699194718782,False
pungent,9,16,25,0.36,0.64,0.9830699194718782,False
stinker,27,0,27,1.0,0.0,0.9648342467408328,True
worship,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
compelled,0,3,3,0.0,1.0,1.8945027402224985,False
highbuffed,0,4,4,0.0,1.0,1.7076747986796954,False
highoctane,0,10,10,0.0,1.0,1.263800607322629,False
lifelong,0,5,5,0.0,1.0,1.5801771778244689,False
concern,2,27,29,0.06896551724137931,0.9310344827586207,0.9485191602974581,False
thinks,28,0,28,1.0,0.0,0.9564581688494956,True
repeated,10,0,10,1.0,0.0,1.263800607322629,False
ennuihobbled,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
slog,10,0,10,1.0,0.0,1.263800607322629,False
advantage,11,13,24,0.4583333333333333,0.5416666666666666,0.9930311719972756,False
bear,10,2,12,0.8333333333333334,0.16666666666666666,1.1972513701112493,False
puppets,7,0,7,1.0,0.0,1.4129163376989913,False
aimlessness,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
futile,12,0,12,1.0,0.0,1.1972513701112493,False
month,4,1,5,0.8,0.2,1.5801771778244689,False
loopy,8,5,13,0.6153846153846154,0.38461538461538464,1.169897447803891,False
voting,0,4,4,0.0,1.0,1.7076747986796954,False
meager,7,0,7,1.0,0.0,1.4129163376989913,False
backhanded,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
compliment,0,6,6,0.0,1.0,1.4860623439945513,False
victimized,7,9,16,0.4375,0.5625,1.1038373993398478,False
happens,33,22,55,0.6,0.4,0.8256856732680697,False
opening,13,6,19,0.6842105263157895,0.3157894736842105,1.0541192004321704,False
wintry,0,3,3,0.0,1.0,1.8945027402224985,False
1899,0,3,3,0.0,1.0,1.8945027402224985,False
realized,10,36,46,0.21739130434782608,0.782608695652174,0.8561238694326118,False
misery,30,2,32,0.9375,0.0625,0.9269775198072556,True
unsentimental,6,20,26,0.23076923076923078,0.7692307692307693,0.9736890280416928,False
goodtime,0,13,13,0.0,1.0,1.169897447803891,False
pixar,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
innovative,8,19,27,0.2962962962962963,0.7037037037037037,0.9648342467408328,False
willingness,2,16,18,0.1111111111111111,0.8888888888888888,1.0693033597430075,False
wander,5,9,14,0.35714285714285715,0.6428571428571429,1.145529333042945,False
areas,4,8,12,0.3333333333333333,0.6666666666666666,1.1972513701112493,False
parentchild,6,9,15,0.4,0.6,1.1236405843894475,False
flinching,2,8,10,0.2,0.8,1.263800607322629,False
angry,16,4,20,0.8,0.2,1.0400885889122344,False
pity,29,0,29,1.0,0.0,0.9485191602974581,True
waif,6,0,6,1.0,0.0,1.4860623439945513,False
applying,5,2,7,0.7142857142857143,0.2857142857142857,1.4129163376989913,False
smear,7,0,7,1.0,0.0,1.4129163376989913,False
lipgloss,5,0,5,1.0,0.0,1.5801771778244689,False
rubbo,12,3,15,0.8,0.2,1.1236405843894475,False
tactics,13,1,14,0.9285714285714286,0.07142857142857142,1.145529333042945,False
warped,5,0,5,1.0,0.0,1.5801771778244689,False
positively,18,7,25,0.72,0.28,0.9830699194718782,False
shakesperean,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
gross,19,0,19,1.0,0.0,1.0541192004321704,False
campus,9,1,10,0.9,0.1,1.263800607322629,False
bertrand,0,5,5,0.0,1.0,1.5801771778244689,False
tavernier,0,11,11,0.0,1.0,1.2282553047251898,False
oftbrilliant,0,6,6,0.0,1.0,1.4860623439945513,False
conduct,1,16,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
laissezpasser,1,8,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
wears,30,12,42,0.7142857142857143,0.2857142857142857,0.8726965342021439,False
sleeve,6,13,19,0.3157894736842105,0.6842105263157895,1.0541192004321704,False
comicbook,0,4,4,0.0,1.0,1.7076747986796954,False
halflit,4,0,4,1.0,0.0,1.7076747986796954,False
intimacy,5,27,32,0.15625,0.84375,0.9269775198072556,False
dorm,3,0,3,1.0,0.0,1.8945027402224985,False
rooms,3,1,4,0.75,0.25,1.7076747986796954,False
coda,6,0,6,1.0,0.0,1.4860623439945513,False
blanket,12,1,13,0.9230769230769231,0.07692307692307693,1.169897447803891,False
statements,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
worries,1,6,7,0.14285714285714285,0.8571428571428571,1.4129163376989913,False
sermon,8,7,15,0.5333333333333333,0.4666666666666667,1.1236405843894475,False
kiss,11,19,30,0.36666666666666664,0.6333333333333333,0.9409804862449196,False
catharsis,0,7,7,0.0,1.0,1.4129163376989913,False
evening,11,23,34,0.3235294117647059,0.6764705882352942,0.9142290385716638,False
multiplex,3,8,11,0.2727272727272727,0.7272727272727273,1.2282553047251898,False
saving,6,22,28,0.21428571428571427,0.7857142857142857,0.9564581688494956,False
graces,0,5,5,0.0,1.0,1.5801771778244689,False
brisk,3,14,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
bordering,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
fuzzy,11,21,32,0.34375,0.65625,0.9269775198072556,False
surefire,2,19,21,0.09523809523809523,0.9047619047619048,1.0270724933181201,False
beloved,0,12,12,0.0,1.0,1.1972513701112493,False
genres,8,11,19,0.42105263157894735,0.5789473684210527,1.0541192004321704,False
abysmally,2,0,2,1.0,0.0,2.2079100792290225,False
effortless,0,16,16,0.0,1.0,1.1038373993398478,False
selfimportant,13,9,22,0.5909090909090909,0.4090909090909091,1.0149542644062572,False
logical,3,10,13,0.23076923076923078,0.7692307692307693,1.169897447803891,False
unforced,0,42,42,0.0,1.0,0.8726965342021439,True
continuation,0,12,12,0.0,1.0,1.1972513701112493,False
awkward,42,0,42,1.0,0.0,0.8726965342021439,True
goosebumps,0,7,7,0.0,1.0,1.4129163376989913,False
discord,2,7,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
wiseman,0,10,10,0.0,1.0,1.263800607322629,False
warmest,0,7,7,0.0,1.0,1.4129163376989913,False
yard,8,2,10,0.8,0.2,1.263800607322629,False
bullwinkle,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
speed,10,1,11,0.9090909090909091,0.09090909090909091,1.2282553047251898,False
assumption,8,0,8,1.0,0.0,1.3539550396145112,False
lethargic,2,6,8,0.25,0.75,1.3539550396145112,False
bravura,1,8,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
fairy,9,10,19,0.47368421052631576,0.5263157894736842,1.0541192004321704,False
enveloping,0,11,11,0.0,1.0,1.2282553047251898,False
looksee,0,7,7,0.0,1.0,1.4129163376989913,False
prowildlife,0,5,5,0.0,1.0,1.5801771778244689,False
sentiments,0,11,11,0.0,1.0,1.2282553047251898,False
received,4,12,16,0.25,0.75,1.1038373993398478,False
excesses,26,0,26,1.0,0.0,0.9736890280416928,True
witherspoon,13,15,28,0.4642857142857143,0.5357142857142857,0.9564581688494956,False
wasting,13,0,13,1.0,0.0,1.169897447803891,False
legally,12,0,12,1.0,0.0,1.1972513701112493,False
blonde,12,0,12,1.0,0.0,1.1972513701112493,False
abomination,14,0,14,1.0,0.0,1.145529333042945,False
affords,0,6,6,0.0,1.0,1.4860623439945513,False
executive,0,11,11,0.0,1.0,1.2282553047251898,False
producer,0,21,21,0.0,1.0,1.0270724933181201,False
shrewd,10,21,31,0.3225806451612903,0.6774193548387096,0.9338095939339826,False
abroad,8,10,18,0.4444444444444444,0.5555555555555556,1.0693033597430075,False
winking,7,5,12,0.5833333333333334,0.4166666666666667,1.1972513701112493,False
blingbling,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
machismo,14,12,26,0.5384615384615384,0.46153846153846156,0.9736890280416928,False
estranged,7,3,10,0.7,0.3,1.263800607322629,False
breathtakingly,0,37,37,0.0,1.0,0.8970810277942863,True
encourage,0,12,12,0.0,1.0,1.1972513701112493,False
alike,7,12,19,0.3684210526315789,0.631578947368421,1.0541192004321704,False
whale,0,20,20,0.0,1.0,1.0400885889122344,False
evenhandedness,1,7,8,0.125,0.875,1.3539550396145112,False
pathetically,8,1,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
dullwitted,8,0,8,1.0,0.0,1.3539550396145112,False
disquietingly,7,0,7,1.0,0.0,1.4129163376989913,False
consummate,1,8,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
incapable,3,6,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
assurance,0,20,20,0.0,1.0,1.0400885889122344,False
international,6,30,36,0.16666666666666666,0.8333333333333334,0.9025582662265652,False
acclaim,0,20,20,0.0,1.0,1.0400885889122344,False
boost,0,10,10,0.0,1.0,1.263800607322629,False
traveled,0,4,4,0.0,1.0,1.7076747986796954,False
devastated,2,8,10,0.2,0.8,1.263800607322629,False
famine,1,8,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
gratingly,11,0,11,1.0,0.0,1.2282553047251898,False
selfcongratulation,11,0,11,1.0,0.0,1.2282553047251898,False
disguised,20,2,22,0.9090909090909091,0.09090909090909091,1.0149542644062572,False
impact,23,48,71,0.323943661971831,0.676056338028169,0.7866492600272034,False
troubled,12,2,14,0.8571428571428571,0.14285714285714285,1.145529333042945,False
sketchiest,5,0,5,1.0,0.0,1.5801771778244689,False
sly,0,25,25,0.0,1.0,0.9830699194718782,True
popped,6,0,6,1.0,0.0,1.4860623439945513,False
drivel,18,0,18,1.0,0.0,1.0693033597430075,False
emerges,13,31,44,0.29545454545454547,0.7045454545454546,0.8641276523625949,False
expands,3,9,12,0.25,0.75,1.1972513701112493,False
millions,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
eager,18,12,30,0.6,0.4,0.9409804862449196,False
pessimists,3,0,3,1.0,0.0,1.8945027402224985,False
prime,12,8,20,0.6,0.4,1.0400885889122344,False
majorleague,2,10,12,0.16666666666666666,0.8333333333333334,1.1972513701112493,False
alterations,6,2,8,0.75,0.25,1.3539550396145112,False
smash,16,3,19,0.8421052631578947,0.15789473684210525,1.0541192004321704,False
tales,11,7,18,0.6111111111111112,0.3888888888888889,1.0693033597430075,False
preciseness,0,8,8,0.0,1.0,1.3539550396145112,False
deaths,20,1,21,0.9523809523809523,0.047619047619047616,1.0270724933181201,False
bump,14,1,15,0.9333333333333333,0.06666666666666667,1.1236405843894475,False
cannon,4,4,8,0.5,0.5,1.3539550396145112,False
vat,8,0,8,1.0,0.0,1.3539550396145112,False
ice,14,11,25,0.56,0.44,0.9830699194718782,False
cream,4,0,4,1.0,0.0,1.7076747986796954,False
snow,26,13,39,0.6666666666666666,0.3333333333333333,0.8867654718190199,False
